,Unnamed: 0,Conv_ID,MovieID,Title,Year,IMDB_Rating,Votes,Genres,Length_Female,Length_Male,Total_Length,Percent_Female,Percent_Male
2979,2979,c18022,m126,Minority Report,2002,7.7,137009.0,['action' 'crime' 'mystery' 'sci-fi' 'thriller' 'action' 'animation' 'drama' 'mystery' 'sci-fi' 'thriller'],18,21,39,0.4615384615384615,0.5384615384615384
2980,2980,c18023,m126,Minority Report,2002,7.7,137009.0,['action' 'crime' 'mystery' 'sci-fi' 'thriller' 'action' 'animation' 'drama' 'mystery' 'sci-fi' 'thriller'],22,28,50,0.44,0.56
2981,2981,c18024,m126,Minority Report,2002,7.7,137009.0,['action' 'crime' 'mystery' 'sci-fi' 'thriller' 'action' 'animation' 'drama' 'mystery' 'sci-fi' 'thriller'],12,15,27,0.4444444444444444,0.5555555555555556
2982,2982,c18025,m126,Minority Report,2002,7.7,137009.0,['action' 'crime' 'mystery' 'sci-fi' 'thriller' 'action' 'animation' 'drama' 'mystery' 'sci-fi' 'thriller'],48,49,97,0.4948453608247423,0.5051546391752577
2983,2983,c18026,m126,Minority Report,2002,7.7,137009.0,['action' 'crime' 'mystery' 'sci-fi' 'thriller' 'action' 'animation' 'drama' 'mystery' 'sci-fi' 'thriller'],36,16,52,0.6923076923076923,0.3076923076923077
2984,2984,c18027,m126,Minority Report,2002,7.7,137009.0,['action' 'crime' 'mystery' 'sci-fi' 'thriller' 'action' 'animation' 'drama' 'mystery' 'sci-fi' 'thriller'],11,33,44,0.25,0.75
2985,2985,c18053,m127,Made,2001,6.4,9774.0,['comedy' 'crime' 'drama' 'thriller'],3,1,4,0.75,0.25
2986,2986,c18054,m127,Made,2001,6.4,9774.0,['comedy' 'crime' 'drama' 'thriller'],20,13,33,0.6060606060606061,0.3939393939393939
2987,2987,c18055,m127,Made,2001,6.4,9774.0,['comedy' 'crime' 'drama' 'thriller'],83,60,143,0.5804195804195804,0.4195804195804196
2988,2988,c18056,m127,Made,2001,6.4,9774.0,['comedy' 'crime' 'drama' 'thriller'],55,46,101,0.5445544554455446,0.4554455445544554
2989,2989,c18057,m127,Made,2001,6.4,9774.0,['comedy' 'crime' 'drama' 'thriller'],3,10,13,0.2307692307692307,0.7692307692307693
2990,2990,c18058,m127,Made,2001,6.4,9774.0,['comedy' 'crime' 'drama' 'thriller'],104,63,167,0.6227544910179641,0.3772455089820359
2991,2991,c18059,m127,Made,2001,6.4,9774.0,['comedy' 'crime' 'drama' 'thriller'],16,13,29,0.5517241379310345,0.4482758620689655
2992,2992,c18060,m127,Made,2001,6.4,9774.0,['comedy' 'crime' 'drama' 'thriller'],21,48,69,0.3043478260869565,0.6956521739130435
2993,2993,c18061,m127,Made,2001,6.4,9774.0,['comedy' 'crime' 'drama' 'thriller'],10,3,13,0.7692307692307693,0.2307692307692307
2994,2994,c18268,m128,Malcolm X,1992,7.7,23317.0,['biography' 'drama' 'history'],2,1,3,0.6666666666666666,0.3333333333333333
2995,2995,c18269,m128,Malcolm X,1992,7.7,23317.0,['biography' 'drama' 'history'],6,18,24,0.25,0.75
2996,2996,c18270,m128,Malcolm X,1992,7.7,23317.0,['biography' 'drama' 'history'],9,45,54,0.1666666666666666,0.8333333333333334
2997,2997,c18271,m128,Malcolm X,1992,7.7,23317.0,['biography' 'drama' 'history'],10,2,12,0.8333333333333334,0.1666666666666666
2998,2998,c18272,m128,Malcolm X,1992,7.7,23317.0,['biography' 'drama' 'history'],17,26,43,0.3953488372093023,0.6046511627906976
2999,2999,c18273,m128,Malcolm X,1992,7.7,23317.0,['biography' 'drama' 'history'],4,20,24,0.1666666666666666,0.8333333333333334
3000,3000,c18274,m128,Malcolm X,1992,7.7,23317.0,['biography' 'drama' 'history'],18,10,28,0.6428571428571429,0.3571428571428571
3001,3001,c18275,m128,Malcolm X,1992,7.7,23317.0,['biography' 'drama' 'history'],6,21,27,0.2222222222222222,0.7777777777777778
3002,3002,c18276,m128,Malcolm X,1992,7.7,23317.0,['biography' 'drama' 'history'],34,80,114,0.2982456140350877,0.7017543859649122
3003,3003,c18277,m128,Malcolm X,1992,7.7,23317.0,['biography' 'drama' 'history'],46,14,60,0.7666666666666667,0.2333333333333333
3004,3004,c18278,m128,Malcolm X,1992,7.7,23317.0,['biography' 'drama' 'history'],15,28,43,0.3488372093023256,0.6511627906976745
3005,3005,c18279,m128,Malcolm X,1992,7.7,23317.0,['biography' 'drama' 'history'],13,13,26,0.5,0.5
3006,3006,c18280,m128,Malcolm X,1992,7.7,23317.0,['biography' 'drama' 'history'],57,4,61,0.9344262295081968,0.0655737704918032
3007,3007,c18281,m128,Malcolm X,1992,7.7,23317.0,['biography' 'drama' 'history'],4,12,16,0.25,0.75
3008,3008,c18282,m128,Malcolm X,1992,7.7,23317.0,['biography' 'drama' 'history'],44,52,96,0.4583333333333333,0.5416666666666666
3009,3009,c18283,m128,Malcolm X,1992,7.7,23317.0,['biography' 'drama' 'history'],48,45,93,0.5161290322580645,0.4838709677419355
3010,3010,c18284,m128,Malcolm X,1992,7.7,23317.0,['biography' 'drama' 'history'],156,45,201,0.7761194029850746,0.2238805970149253
3011,3011,c18285,m128,Malcolm X,1992,7.7,23317.0,['biography' 'drama' 'history'],71,18,89,0.797752808988764,0.2022471910112359
3012,3012,c18286,m128,Malcolm X,1992,7.7,23317.0,['biography' 'drama' 'history'],3,6,9,0.3333333333333333,0.6666666666666666
3013,3013,c18287,m128,Malcolm X,1992,7.7,23317.0,['biography' 'drama' 'history'],6,43,49,0.1224489795918367,0.8775510204081632
3014,3014,c18288,m128,Malcolm X,1992,7.7,23317.0,['biography' 'drama' 'history'],15,5,20,0.75,0.25
3015,3015,c18289,m128,Malcolm X,1992,7.7,23317.0,['biography' 'drama' 'history'],33,30,63,0.5238095238095238,0.4761904761904761
3016,3016,c18421,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],45,10,55,0.8181818181818182,0.1818181818181818
3017,3017,c18422,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],29,2,31,0.935483870967742,0.064516129032258
3018,3018,c18423,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],17,5,22,0.7727272727272727,0.2272727272727272
3019,3019,c18424,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],10,3,13,0.7692307692307693,0.2307692307692307
3020,3020,c18425,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],13,6,19,0.6842105263157895,0.3157894736842105
3021,3021,c18426,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],57,53,110,0.5181818181818182,0.4818181818181818
3022,3022,c18427,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],6,2,8,0.75,0.25
3023,3023,c18428,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],11,2,13,0.8461538461538461,0.1538461538461538
3024,3024,c18429,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],6,24,30,0.2,0.8
3025,3025,c18430,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],3,4,7,0.4285714285714285,0.5714285714285714
3026,3026,c18431,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],6,6,12,0.5,0.5
3027,3027,c18432,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],19,2,21,0.9047619047619048,0.0952380952380952
3028,3028,c18433,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],27,23,50,0.54,0.46
3029,3029,c18434,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],9,6,15,0.6,0.4
3030,3030,c18435,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],3,1,4,0.75,0.25
3031,3031,c18436,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],2,7,9,0.2222222222222222,0.7777777777777778
3032,3032,c18437,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],17,16,33,0.5151515151515151,0.4848484848484848
3033,3033,c18438,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],9,17,26,0.3461538461538461,0.6538461538461539
3034,3034,c18439,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],34,21,55,0.6181818181818182,0.3818181818181818
3035,3035,c18440,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],6,4,10,0.6,0.4
3036,3036,c18441,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],8,4,12,0.6666666666666666,0.3333333333333333
3037,3037,c18442,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],31,27,58,0.5344827586206896,0.4655172413793103
3038,3038,c18443,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],25,21,46,0.5434782608695652,0.4565217391304347
3039,3039,c18444,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],3,29,32,0.09375,0.90625
3040,3040,c18445,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],9,38,47,0.1914893617021276,0.8085106382978723
3041,3041,c18446,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],10,5,15,0.6666666666666666,0.3333333333333333
3042,3042,c18447,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],10,2,12,0.8333333333333334,0.1666666666666666
3043,3043,c18448,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],15,5,20,0.75,0.25
3044,3044,c18449,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],10,4,14,0.7142857142857143,0.2857142857142857
3045,3045,c18450,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],5,36,41,0.1219512195121951,0.8780487804878049
3046,3046,c18451,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],7,11,18,0.3888888888888889,0.6111111111111112
3047,3047,c18452,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],16,4,20,0.8,0.2
3048,3048,c18453,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],11,2,13,0.8461538461538461,0.1538461538461538
3049,3049,c18454,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],38,45,83,0.4578313253012048,0.5421686746987951
3050,3050,c18455,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],2,10,12,0.1666666666666666,0.8333333333333334
3051,3051,c18456,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],80,27,107,0.7476635514018691,0.2523364485981308
3052,3052,c18457,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],5,48,53,0.0943396226415094,0.9056603773584906
3053,3053,c18458,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],10,10,20,0.5,0.5
3054,3054,c18459,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],7,1,8,0.875,0.125
3055,3055,c18460,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],46,9,55,0.8363636363636363,0.1636363636363636
3056,3056,c18461,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],32,22,54,0.5925925925925926,0.4074074074074074
3057,3057,c18462,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],16,18,34,0.4705882352941176,0.5294117647058824
3058,3058,c18463,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],21,5,26,0.8076923076923077,0.1923076923076923
3059,3059,c18464,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],7,1,8,0.875,0.125
3060,3060,c18465,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],1,28,29,0.0344827586206896,0.9655172413793104
3061,3061,c18466,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],8,5,13,0.6153846153846154,0.3846153846153846
3062,3062,c18467,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],2,53,55,0.0363636363636363,0.9636363636363636
3063,3063,c18468,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],10,31,41,0.2439024390243902,0.7560975609756098
3064,3064,c18469,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],2,12,14,0.1428571428571428,0.8571428571428571
3065,3065,c1853,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],67,75,142,0.4718309859154929,0.528169014084507
3066,3066,c18537,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],146,140,286,0.5104895104895105,0.4895104895104895
3067,3067,c18538,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],8,2,10,0.8,0.2
3068,3068,c18539,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],4,61,65,0.0615384615384615,0.9384615384615383
3069,3069,c1854,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],8,1,9,0.8888888888888888,0.1111111111111111
3070,3070,c18540,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],2,12,14,0.1428571428571428,0.8571428571428571
3071,3071,c18541,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],15,279,294,0.0510204081632653,0.9489795918367347
3072,3072,c18542,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],12,198,210,0.0571428571428571,0.9428571428571428
3073,3073,c18543,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],10,3,13,0.7692307692307693,0.2307692307692307
3074,3074,c18544,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],5,45,50,0.1,0.9
3075,3075,c18545,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],30,11,41,0.7317073170731707,0.2682926829268293
3076,3076,c18546,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],61,8,69,0.8840579710144928,0.1159420289855072
3077,3077,c18547,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],11,147,158,0.0696202531645569,0.930379746835443
3078,3078,c18548,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],3,9,12,0.25,0.75
3079,3079,c18549,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],11,25,36,0.3055555555555556,0.6944444444444444
3080,3080,c1855,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],18,12,30,0.6,0.4
3081,3081,c18550,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],10,126,136,0.0735294117647058,0.9264705882352942
3082,3082,c18551,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],4,21,25,0.16,0.84
3083,3083,c18552,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],3,2,5,0.6,0.4
3084,3084,c18553,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],13,58,71,0.1830985915492957,0.8169014084507042
3085,3085,c18554,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],1,5,6,0.1666666666666666,0.8333333333333334
3086,3086,c18555,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],4,51,55,0.0727272727272727,0.9272727272727272
3087,3087,c18556,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],7,12,19,0.3684210526315789,0.631578947368421
3088,3088,c18557,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],1,8,9,0.1111111111111111,0.8888888888888888
3089,3089,c1856,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],20,8,28,0.7142857142857143,0.2857142857142857
3090,3090,c1857,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],18,5,23,0.782608695652174,0.217391304347826
3091,3091,c18578,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],30,23,53,0.5660377358490566,0.4339622641509434
3092,3092,c18579,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],62,8,70,0.8857142857142857,0.1142857142857142
3093,3093,c1858,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],4,43,47,0.0851063829787234,0.9148936170212766
3094,3094,c18580,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],32,6,38,0.8421052631578947,0.1578947368421052
3095,3095,c18581,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],8,14,22,0.3636363636363636,0.6363636363636364
3096,3096,c18582,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],14,1,15,0.9333333333333332,0.0666666666666666
3097,3097,c18583,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],53,234,287,0.1846689895470383,0.8153310104529616
3098,3098,c18584,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],6,31,37,0.1621621621621621,0.8378378378378378
3099,3099,c18585,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],30,22,52,0.5769230769230769,0.4230769230769231
3100,3100,c18586,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],8,8,16,0.5,0.5
3101,3101,c18587,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],1,19,20,0.05,0.95
3102,3102,c18588,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],1,14,15,0.0666666666666666,0.9333333333333332
3103,3103,c18589,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],1,9,10,0.1,0.9
3104,3104,c1859,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],11,7,18,0.6111111111111112,0.3888888888888889
3105,3105,c18590,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],44,7,51,0.8627450980392157,0.1372549019607843
3106,3106,c18591,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],22,2,24,0.9166666666666666,0.0833333333333333
3107,3107,c18592,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],6,7,13,0.4615384615384615,0.5384615384615384
3108,3108,c18593,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],6,9,15,0.4,0.6
3109,3109,c18594,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],28,26,54,0.5185185185185185,0.4814814814814814
3110,3110,c18595,m130,Marty,1955,7.7,6379.0,['drama' 'romance'],8,17,25,0.32,0.68
3111,3111,c1860,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],24,1,25,0.96,0.04
3112,3112,c1861,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],19,6,25,0.76,0.24
3113,3113,c1868,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],2,19,21,0.0952380952380952,0.9047619047619048
3114,3114,c1869,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],5,21,26,0.1923076923076923,0.8076923076923077
3115,3115,c1870,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],24,42,66,0.3636363636363636,0.6363636363636364
3116,3116,c1871,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],74,38,112,0.6607142857142857,0.3392857142857143
3117,3117,c1872,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],6,6,12,0.5,0.5
3118,3118,c1873,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],13,2,15,0.8666666666666667,0.1333333333333333
3119,3119,c1874,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],86,40,126,0.6825396825396826,0.3174603174603174
3120,3120,c1875,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],22,37,59,0.3728813559322034,0.6271186440677966
3121,3121,c1876,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],12,30,42,0.2857142857142857,0.7142857142857143
3122,3122,c1877,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],20,33,53,0.3773584905660377,0.6226415094339622
3123,3123,c1878,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],23,9,32,0.71875,0.28125
3124,3124,c1879,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],57,1,58,0.9827586206896552,0.0172413793103448
3125,3125,c1880,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],15,65,80,0.1875,0.8125
3126,3126,c1881,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],13,4,17,0.7647058823529411,0.2352941176470588
3127,3127,c1882,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],69,21,90,0.7666666666666667,0.2333333333333333
3128,3128,c1883,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],6,2,8,0.75,0.25
3129,3129,c18834,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],11,2,13,0.8461538461538461,0.1538461538461538
3130,3130,c18835,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],13,7,20,0.65,0.35
3131,3131,c18836,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],4,5,9,0.4444444444444444,0.5555555555555556
3132,3132,c18837,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],8,48,56,0.1428571428571428,0.8571428571428571
3133,3133,c18838,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],1,1,2,0.5,0.5
3134,3134,c18839,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],35,13,48,0.7291666666666666,0.2708333333333333
3135,3135,c1884,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],18,9,27,0.6666666666666666,0.3333333333333333
3136,3136,c18840,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],69,29,98,0.7040816326530612,0.2959183673469387
3137,3137,c18841,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],34,2,36,0.9444444444444444,0.0555555555555555
3138,3138,c18842,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],17,3,20,0.85,0.15
3139,3139,c18843,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],16,6,22,0.7272727272727273,0.2727272727272727
3140,3140,c18844,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],2,1,3,0.6666666666666666,0.3333333333333333
3141,3141,c18845,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],103,47,150,0.6866666666666666,0.3133333333333333
3142,3142,c18846,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],3,5,8,0.375,0.625
3143,3143,c18847,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],1,9,10,0.1,0.9
3144,3144,c18848,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],2,22,24,0.0833333333333333,0.9166666666666666
3145,3145,c18849,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],7,33,40,0.175,0.825
3146,3146,c1885,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],1,4,5,0.2,0.8
3147,3147,c18850,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],2,4,6,0.3333333333333333,0.6666666666666666
3148,3148,c18851,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],14,78,92,0.1521739130434782,0.8478260869565217
3149,3149,c18852,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],34,74,108,0.3148148148148148,0.6851851851851852
3150,3150,c18853,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],13,6,19,0.6842105263157895,0.3157894736842105
3151,3151,c18854,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],9,5,14,0.6428571428571429,0.3571428571428571
3152,3152,c1886,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],13,21,34,0.3823529411764705,0.6176470588235294
3153,3153,c1887,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],9,7,16,0.5625,0.4375
3154,3154,c18870,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],33,10,43,0.7674418604651163,0.2325581395348837
3155,3155,c18871,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],40,20,60,0.6666666666666666,0.3333333333333333
3156,3156,c18872,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],18,71,89,0.2022471910112359,0.797752808988764
3157,3157,c18873,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],8,3,11,0.7272727272727273,0.2727272727272727
3158,3158,c18874,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],6,4,10,0.6,0.4
3159,3159,c18875,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],162,8,170,0.9529411764705882,0.0470588235294117
3160,3160,c18876,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],79,1,80,0.9875,0.0125
3161,3161,c18877,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],11,21,32,0.34375,0.65625
3162,3162,c18878,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],8,39,47,0.1702127659574468,0.8297872340425532
3163,3163,c18879,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],25,10,35,0.7142857142857143,0.2857142857142857
3164,3164,c1888,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],33,4,37,0.8918918918918919,0.1081081081081081
3165,3165,c18880,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],35,5,40,0.875,0.125
3166,3166,c18881,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],3,9,12,0.25,0.75
3167,3167,c18882,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],1,6,7,0.1428571428571428,0.8571428571428571
3168,3168,c18883,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],8,50,58,0.1379310344827586,0.8620689655172413
3169,3169,c18884,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],10,10,20,0.5,0.5
3170,3170,c18885,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],26,13,39,0.6666666666666666,0.3333333333333333
3171,3171,c18886,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],1,7,8,0.125,0.875
3172,3172,c18887,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],16,6,22,0.7272727272727273,0.2727272727272727
3173,3173,c18888,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],61,45,106,0.5754716981132075,0.4245283018867924
3174,3174,c18889,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],6,91,97,0.0618556701030927,0.9381443298969072
3175,3175,c1889,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music'],1,6,7,0.1428571428571428,0.8571428571428571
3176,3176,c18890,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],5,2,7,0.7142857142857143,0.2857142857142857
3177,3177,c18891,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance'],16,29,45,0.3555555555555555,0.6444444444444445
