,Conv_ID,Title,MovieID,Year,Female,Count,Convo_Genders
23670,c3130,bachelor party,m24,1984,0,2,mm
23671,c31300,tremors,m222,1990,0,3,mm
23672,c31301,tremors,m222,1990,0,5,mm
23673,c31302,tremors,m222,1990,0,2,mm
23674,c31303,tremors,m222,1990,0,2,mm
23675,c31304,tremors,m222,1990,0,2,mm
23676,c31305,tremors,m222,1990,0,2,mm
23677,c31306,tremors,m222,1990,0,2,mm
23678,c31307,tremors,m222,1990,1,3,mf
23679,c31308,tremors,m222,1990,2,4,mf
23680,c31309,tremors,m222,1990,1,2,mf
23681,c3131,bachelor party,m24,1984,0,2,mm
23682,c31310,tremors,m222,1990,1,2,mf
23683,c31311,tremors,m222,1990,2,3,mf
23684,c31312,tremors,m222,1990,1,3,mf
23685,c31313,tremors,m222,1990,1,2,mf
23686,c31314,tremors,m222,1990,1,2,mf
23687,c31315,tremors,m222,1990,1,2,mf
23688,c31316,tremors,m222,1990,1,2,mf
23689,c31317,tremors,m222,1990,1,2,mf
23690,c31318,tremors,m222,1990,1,2,mf
23691,c31319,tremors,m222,1990,1,2,mf
23692,c3132,bachelor party,m24,1984,0,3,mm
23693,c31320,tremors,m222,1990,3,5,mf
23694,c31321,tremors,m222,1990,0,4,mm
23695,c31322,tremors,m222,1990,0,2,mm
23696,c31323,tremors,m222,1990,0,4,mm
23697,c31324,tremors,m222,1990,0,2,mm
23698,c31325,tremors,m222,1990,0,2,mm
23699,c31326,tremors,m222,1990,0,3,mm
23700,c31327,tremors,m222,1990,0,3,mm
23701,c31328,tremors,m222,1990,0,7,mm
23702,c31329,tremors,m222,1990,0,4,mm
23703,c3133,bachelor party,m24,1984,0,2,mm
23704,c31330,tremors,m222,1990,0,2,mm
23705,c31331,tremors,m222,1990,0,2,mm
23706,c31332,tremors,m222,1990,0,5,mm
23707,c31333,tremors,m222,1990,0,2,mm
23708,c31334,tremors,m222,1990,0,3,mm
23709,c31335,tremors,m222,1990,0,2,mm
23710,c31336,tremors,m222,1990,0,2,mm
23711,c31337,tremors,m222,1990,0,2,mm
23712,c31338,tremors,m222,1990,0,2,mm
23713,c31339,tremors,m222,1990,0,3,mm
23714,c3134,bachelor party,m24,1984,0,3,mm
23715,c31340,tremors,m222,1990,0,2,mm
23716,c31341,tremors,m222,1990,0,5,mm
23717,c31342,tremors,m222,1990,0,2,mm
23718,c31343,tremors,m222,1990,0,3,mm
23719,c31344,tremors,m222,1990,0,2,mm
23720,c31345,tremors,m222,1990,0,2,mm
23721,c31346,tremors,m222,1990,0,2,mm
23722,c31347,tremors,m222,1990,0,3,mm
23723,c31348,tremors,m222,1990,0,2,mm
23724,c31349,tremors,m222,1990,0,2,mm
23725,c3135,bachelor party,m24,1984,0,2,mm
23726,c31350,tremors,m222,1990,0,3,mm
23727,c31351,tremors,m222,1990,0,3,mm
23728,c31352,tremors,m222,1990,0,2,mm
23729,c31353,tremors,m222,1990,0,2,mm
23730,c31354,tremors,m222,1990,0,2,mm
23731,c31355,tremors,m222,1990,0,3,mm
23732,c31356,tremors,m222,1990,0,2,mm
23733,c31357,tremors,m222,1990,0,2,mm
23734,c31358,tremors,m222,1990,0,2,mm
23735,c31359,tremors,m222,1990,0,2,mm
23736,c3136,bachelor party,m24,1984,0,2,mm
23737,c31360,tremors,m222,1990,0,2,mm
23738,c31361,tremors,m222,1990,0,2,mm
23739,c31362,tremors,m222,1990,0,2,mm
23740,c31363,tremors,m222,1990,0,2,mm
23741,c31364,tremors,m222,1990,0,2,mm
23742,c31365,tremors,m222,1990,0,2,mm
23743,c31366,tremors,m222,1990,0,3,mm
23744,c31367,tremors,m222,1990,0,3,mm
23745,c31368,tremors,m222,1990,0,2,mm
23746,c31369,tremors,m222,1990,0,2,mm
23747,c3137,bachelor party,m24,1984,0,2,mm
23748,c31370,tremors,m222,1990,0,2,mm
23749,c31371,tremors,m222,1990,0,2,mm
23750,c31372,tremors,m222,1990,0,2,mm
23751,c31373,tremors,m222,1990,0,2,mm
23752,c31374,tremors,m222,1990,0,2,mm
23753,c31375,tremors,m222,1990,0,2,mm
23754,c31376,tremors,m222,1990,0,3,mm
23755,c31377,tremors,m222,1990,0,3,mm
23756,c31378,tremors,m222,1990,0,6,mm
23757,c31379,tremors,m222,1990,0,5,mm
23758,c3138,bachelor party,m24,1984,0,4,mm
23759,c31380,tremors,m222,1990,0,2,mm
23760,c31381,tremors,m222,1990,0,2,mm
23761,c31382,tremors,m222,1990,0,2,mm
23762,c31383,tremors,m222,1990,0,2,mm
23763,c31384,tremors,m222,1990,0,2,mm
23764,c31385,tremors,m222,1990,0,3,mm
23765,c31386,tremors,m222,1990,0,3,mm
23766,c31387,tremors,m222,1990,0,2,mm
23767,c31388,tremors,m222,1990,0,2,mm
23768,c31389,tremors,m222,1990,0,6,mm
23769,c3139,bachelor party,m24,1984,0,2,mm
23770,c31390,tremors,m222,1990,0,3,mm
23771,c31391,tremors,m222,1990,0,2,mm
23772,c31392,tremors,m222,1990,0,5,mm
23773,c31393,tremors,m222,1990,0,2,mm
23774,c31394,tremors,m222,1990,0,4,mm
23775,c31395,tremors,m222,1990,0,4,mm
23776,c31396,tremors,m222,1990,0,2,mm
23777,c31397,tremors,m222,1990,0,2,mm
23778,c31398,tremors,m222,1990,0,3,mm
23779,c31399,tremors,m222,1990,0,2,mm
23780,c314,15 minutes,m2,2001,1,2,mf
23781,c3140,bachelor party,m24,1984,0,2,mm
23782,c31400,tremors,m222,1990,0,2,mm
23783,c31401,tremors,m222,1990,0,7,mm
23784,c31402,tremors,m222,1990,0,2,mm
23785,c31403,tremors,m222,1990,0,2,mm
23786,c31404,tremors,m222,1990,0,2,mm
23787,c31405,tremors,m222,1990,0,2,mm
23788,c31406,tremors,m222,1990,0,2,mm
23789,c31407,tremors,m222,1990,0,2,mm
23790,c31408,tremors,m222,1990,0,2,mm
23791,c31409,tremors,m222,1990,0,2,mm
23792,c3141,bachelor party,m24,1984,0,2,mm
23793,c31410,tremors,m222,1990,2,3,mf
23794,c31411,tremors,m222,1990,3,5,mf
23795,c31412,tremors,m222,1990,2,3,mf
23796,c31413,tremors,m222,1990,1,2,mf
23797,c31414,tremors,m222,1990,1,2,mf
23798,c31415,tremors,m222,1990,1,2,mf
23799,c31416,tremors,m222,1990,1,2,mf
23800,c31417,tremors,m222,1990,1,2,mf
23801,c31418,tremors,m222,1990,1,2,mf
23802,c31419,tremors,m222,1990,1,2,mf
23803,c3142,bachelor party,m24,1984,0,7,mm
23804,c31420,tremors,m222,1990,1,2,mf
23805,c31421,tremors,m222,1990,1,2,mf
23806,c31422,tremors,m222,1990,1,3,mf
23807,c31423,tremors,m222,1990,1,2,mf
23808,c31424,true believer,m223,1989,0,2,mm
23809,c31425,true believer,m223,1989,0,2,mm
23810,c31426,true believer,m223,1989,0,2,mm
23811,c31427,true believer,m223,1989,0,4,mm
23812,c31428,true believer,m223,1989,0,2,mm
23813,c31429,true believer,m223,1989,0,4,mm
23814,c3143,bachelor party,m24,1984,0,6,mm
23815,c31430,true believer,m223,1989,0,4,mm
23816,c31431,true believer,m223,1989,0,2,mm
23817,c31432,true believer,m223,1989,0,2,mm
23818,c31433,true believer,m223,1989,0,5,mm
23819,c31434,true believer,m223,1989,0,3,mm
23820,c31435,true believer,m223,1989,0,2,mm
23821,c31436,true believer,m223,1989,0,3,mm
23822,c31437,true believer,m223,1989,0,2,mm
23823,c31438,true believer,m223,1989,0,3,mm
23824,c31439,true believer,m223,1989,0,2,mm
23825,c3144,bachelor party,m24,1984,0,3,mm
23826,c31440,true believer,m223,1989,0,2,mm
23827,c31441,true believer,m223,1989,0,2,mm
23828,c31442,true believer,m223,1989,0,2,mm
23829,c31443,true believer,m223,1989,0,2,mm
23830,c31444,true believer,m223,1989,0,2,mm
23831,c31445,true believer,m223,1989,0,4,mm
23832,c31446,true believer,m223,1989,0,4,mm
23833,c31447,true believer,m223,1989,0,3,mm
23834,c31448,true believer,m223,1989,0,4,mm
23835,c31449,true believer,m223,1989,0,3,mm
23836,c3145,bachelor party,m24,1984,0,2,mm
23837,c31450,true believer,m223,1989,0,2,mm
23838,c31451,true believer,m223,1989,0,2,mm
23839,c31452,true believer,m223,1989,0,2,mm
23840,c31453,true believer,m223,1989,0,9,mm
23841,c31454,true believer,m223,1989,0,2,mm
23842,c31455,true believer,m223,1989,0,3,mm
23843,c31456,true believer,m223,1989,0,2,mm
23844,c31457,true believer,m223,1989,0,4,mm
23845,c31458,true believer,m223,1989,0,3,mm
23846,c31459,true believer,m223,1989,0,7,mm
23847,c3146,bachelor party,m24,1984,0,5,mm
23848,c31460,true believer,m223,1989,0,8,mm
23849,c31461,true believer,m223,1989,0,2,mm
23850,c31462,true believer,m223,1989,0,2,mm
23851,c31463,true believer,m223,1989,0,4,mm
23852,c31464,true believer,m223,1989,0,2,mm
23853,c31465,true believer,m223,1989,0,2,mm
23854,c31466,true believer,m223,1989,0,4,mm
23855,c31467,true believer,m223,1989,0,3,mm
23856,c31468,true believer,m223,1989,0,3,mm
23857,c31469,true believer,m223,1989,0,2,mm
23858,c3147,bachelor party,m24,1984,0,4,mm
23859,c31470,true believer,m223,1989,0,4,mm
23860,c31471,true believer,m223,1989,0,3,mm
23861,c31472,true believer,m223,1989,0,2,mm
23862,c31473,true believer,m223,1989,0,2,mm
23863,c31474,true believer,m223,1989,0,2,mm
23864,c31475,true believer,m223,1989,0,7,mm
23865,c31476,true believer,m223,1989,0,2,mm
23866,c31477,true believer,m223,1989,0,2,mm
23867,c31478,true believer,m223,1989,0,2,mm
23868,c31479,true believer,m223,1989,0,5,mm
23869,c3148,bachelor party,m24,1984,0,4,mm
23870,c31480,true believer,m223,1989,0,10,mm
23871,c31481,true believer,m223,1989,0,2,mm
23872,c31482,true believer,m223,1989,0,6,mm
23873,c31483,true believer,m223,1989,0,5,mm
23874,c31484,true believer,m223,1989,0,2,mm
23875,c31485,true believer,m223,1989,0,2,mm
23876,c31486,true believer,m223,1989,0,2,mm
23877,c31487,true believer,m223,1989,0,2,mm
23878,c31488,true believer,m223,1989,0,2,mm
23879,c31489,true believer,m223,1989,0,4,mm
23880,c3149,bachelor party,m24,1984,0,2,mm
23881,c31490,true believer,m223,1989,0,2,mm
23882,c31491,true believer,m223,1989,0,2,mm
23883,c31492,true believer,m223,1989,1,3,mf
23884,c31493,true believer,m223,1989,1,2,mf
23885,c31494,true believer,m223,1989,1,3,mf
23886,c31495,true believer,m223,1989,2,3,mf
23887,c31496,true believer,m223,1989,1,2,mf
23888,c31497,true believer,m223,1989,2,5,mf
23889,c31498,true believer,m223,1989,1,2,mf
23890,c31499,true believer,m223,1989,1,2,mf
23891,c315,15 minutes,m2,2001,2,4,mf
23892,c3150,bachelor party,m24,1984,0,3,mm
23893,c31500,true believer,m223,1989,1,3,mf
23894,c31501,true believer,m223,1989,1,2,mf
23895,c31502,true believer,m223,1989,1,2,mf
23896,c31503,true believer,m223,1989,2,4,mf
23897,c31504,true believer,m223,1989,2,4,mf
23898,c31505,true believer,m223,1989,1,2,mf
23899,c31506,true believer,m223,1989,1,2,mf
23900,c31507,true believer,m223,1989,2,4,mf
23901,c31508,true believer,m223,1989,0,8,mm
23902,c31509,true believer,m223,1989,0,2,mm
23903,c3151,bachelor party,m24,1984,0,3,mm
23904,c31510,true believer,m223,1989,0,15,mm
23905,c31511,true believer,m223,1989,0,2,mm
23906,c31512,true believer,m223,1989,0,2,mm
23907,c31513,true believer,m223,1989,0,2,mm
23908,c31514,true believer,m223,1989,0,3,mm
23909,c31515,true believer,m223,1989,0,2,mm
23910,c31516,true believer,m223,1989,0,2,mm
23911,c31517,true believer,m223,1989,0,3,mm
23912,c31518,true believer,m223,1989,0,2,mm
23913,c31519,true believer,m223,1989,0,2,mm
23914,c3152,bachelor party,m24,1984,0,2,mm
23915,c31520,true believer,m223,1989,0,4,mm
23916,c31521,true believer,m223,1989,0,5,mm
23917,c31522,true believer,m223,1989,0,2,mm
23918,c31523,true believer,m223,1989,0,2,mm
23919,c31524,true believer,m223,1989,0,7,mm
23920,c31525,true believer,m223,1989,0,2,mm
23921,c31526,true believer,m223,1989,0,2,mm
23922,c31527,true believer,m223,1989,0,7,mm
23923,c31528,true believer,m223,1989,0,6,mm
23924,c31529,true believer,m223,1989,0,3,mm
23925,c3153,bachelor party,m24,1984,0,2,mm
23926,c31530,true believer,m223,1989,0,2,mm
23927,c31531,true believer,m223,1989,0,4,mm
23928,c31532,true believer,m223,1989,0,2,mm
23929,c31533,true believer,m223,1989,0,2,mm
23930,c31534,true believer,m223,1989,0,2,mm
23931,c31535,true believer,m223,1989,0,4,mm
23932,c31536,true believer,m223,1989,0,5,mm
23933,c31537,true believer,m223,1989,0,2,mm
23934,c31538,true believer,m223,1989,0,3,mm
23935,c31539,true believer,m223,1989,0,3,mm
23936,c3154,bachelor party,m24,1984,0,6,mm
23937,c31540,true believer,m223,1989,0,2,mm
23938,c31541,true believer,m223,1989,0,2,mm
23939,c31542,true believer,m223,1989,0,5,mm
23940,c31543,true believer,m223,1989,0,3,mm
23941,c31544,true believer,m223,1989,0,2,mm
23942,c31545,true believer,m223,1989,1,2,mf
23943,c31546,true believer,m223,1989,2,3,mf
23944,c31547,true believer,m223,1989,2,3,mf
23945,c31548,true believer,m223,1989,2,3,mf
23946,c31549,true believer,m223,1989,0,2,mm
23947,c3155,bachelor party,m24,1984,0,2,mm
23948,c31550,true believer,m223,1989,0,2,mm
23949,c31551,true believer,m223,1989,0,4,mm
23950,c31552,true believer,m223,1989,0,3,mm
23951,c31553,true believer,m223,1989,0,3,mm
23952,c31554,true believer,m223,1989,0,2,mm
23953,c31555,true believer,m223,1989,0,7,mm
23954,c31556,true believer,m223,1989,0,3,mm
23955,c31557,true believer,m223,1989,0,10,mm
23956,c31558,true believer,m223,1989,0,7,mm
23957,c31559,true believer,m223,1989,0,3,mm
23958,c3156,bachelor party,m24,1984,0,2,mm
23959,c31560,true believer,m223,1989,0,2,mm
23960,c31561,true believer,m223,1989,0,4,mm
23961,c31562,twin peaks: fire walk with me,m224,1992,0,14,mm
23962,c31563,twin peaks: fire walk with me,m224,1992,2,4,mf
23963,c31564,twin peaks: fire walk with me,m224,1992,1,2,mf
23964,c31565,twin peaks: fire walk with me,m224,1992,1,3,mf
23965,c31566,twin peaks: fire walk with me,m224,1992,2,4,mf
23966,c31567,twin peaks: fire walk with me,m224,1992,1,2,mf
23967,c31568,twin peaks: fire walk with me,m224,1992,2,4,mf
23968,c31569,twin peaks: fire walk with me,m224,1992,3,5,mf
23969,c3157,bachelor party,m24,1984,0,9,mm
23970,c31570,twin peaks: fire walk with me,m224,1992,1,2,mf
23971,c31571,twin peaks: fire walk with me,m224,1992,1,2,mf
23972,c31572,twin peaks: fire walk with me,m224,1992,1,2,mf
23973,c31573,twin peaks: fire walk with me,m224,1992,6,13,mf
23974,c31574,twin peaks: fire walk with me,m224,1992,1,2,mf
23975,c31575,twin peaks: fire walk with me,m224,1992,1,2,mf
23976,c31576,twin peaks: fire walk with me,m224,1992,0,5,mm
23977,c31577,twin peaks: fire walk with me,m224,1992,0,3,mm
23978,c31578,twin peaks: fire walk with me,m224,1992,0,2,mm
23979,c31579,twin peaks: fire walk with me,m224,1992,0,7,mm
23980,c3158,bachelor party,m24,1984,0,2,mm
23981,c31580,twin peaks: fire walk with me,m224,1992,0,2,mm
23982,c31581,twin peaks: fire walk with me,m224,1992,0,5,mm
23983,c31582,twin peaks: fire walk with me,m224,1992,0,6,mm
23984,c31583,twin peaks: fire walk with me,m224,1992,0,2,mm
23985,c31584,twin peaks: fire walk with me,m224,1992,0,2,mm
23986,c31585,twin peaks: fire walk with me,m224,1992,0,7,mm
23987,c31586,twin peaks: fire walk with me,m224,1992,0,2,mm
23988,c31587,twin peaks: fire walk with me,m224,1992,0,2,mm
23989,c31588,twin peaks: fire walk with me,m224,1992,0,2,mm
23990,c31589,twin peaks: fire walk with me,m224,1992,0,2,mm
23991,c3159,bachelor party,m24,1984,0,2,mm
23992,c31590,twin peaks: fire walk with me,m224,1992,0,4,mm
23993,c31591,twin peaks: fire walk with me,m224,1992,0,3,mm
23994,c31592,twin peaks: fire walk with me,m224,1992,0,2,mm
23995,c31593,twin peaks: fire walk with me,m224,1992,0,7,mm
23996,c31594,twin peaks: fire walk with me,m224,1992,0,3,mm
23997,c31595,twin peaks: fire walk with me,m224,1992,0,2,mm
23998,c31596,twin peaks: fire walk with me,m224,1992,0,2,mm
23999,c31597,twin peaks: fire walk with me,m224,1992,0,2,mm
24000,c31598,twin peaks: fire walk with me,m224,1992,0,2,mm
24001,c31599,twin peaks: fire walk with me,m224,1992,0,3,mm
24002,c316,15 minutes,m2,2001,1,2,mf
24003,c3160,bachelor party,m24,1984,0,4,mm
24004,c31600,twin peaks: fire walk with me,m224,1992,0,3,mm
24005,c31601,twin peaks: fire walk with me,m224,1992,0,2,mm
24006,c31602,twin peaks: fire walk with me,m224,1992,0,7,mm
24007,c31603,twin peaks: fire walk with me,m224,1992,0,5,mm
24008,c31604,twin peaks: fire walk with me,m224,1992,0,2,mm
24009,c31605,twin peaks: fire walk with me,m224,1992,0,6,mm
24010,c31606,twin peaks: fire walk with me,m224,1992,0,13,mm
24011,c31607,twin peaks: fire walk with me,m224,1992,0,4,mm
24012,c31608,twin peaks: fire walk with me,m224,1992,0,2,mm
24013,c31609,twin peaks: fire walk with me,m224,1992,0,7,mm
24014,c3161,bachelor party,m24,1984,0,6,mm
24015,c31610,twin peaks: fire walk with me,m224,1992,0,3,mm
24016,c31611,twin peaks: fire walk with me,m224,1992,0,4,mm
24017,c31612,twin peaks: fire walk with me,m224,1992,0,3,mm
24018,c31613,twin peaks: fire walk with me,m224,1992,0,5,mm
24019,c31614,twin peaks: fire walk with me,m224,1992,0,3,mm
24020,c31615,twin peaks: fire walk with me,m224,1992,0,8,mm
24021,c31616,twin peaks: fire walk with me,m224,1992,0,7,mm
24022,c31617,twin peaks: fire walk with me,m224,1992,0,8,mm
24023,c31618,twin peaks: fire walk with me,m224,1992,0,2,mm
24024,c31619,twin peaks: fire walk with me,m224,1992,0,2,mm
24025,c3162,bachelor party,m24,1984,1,2,mf
24026,c31620,twin peaks: fire walk with me,m224,1992,0,2,mm
24027,c31621,twin peaks: fire walk with me,m224,1992,0,2,mm
24028,c31622,twin peaks: fire walk with me,m224,1992,0,3,mm
24029,c31623,twin peaks: fire walk with me,m224,1992,0,3,mm
24030,c31624,twin peaks: fire walk with me,m224,1992,0,2,mm
24031,c31625,twin peaks: fire walk with me,m224,1992,0,4,mm
24032,c31626,twin peaks: fire walk with me,m224,1992,0,2,mm
24033,c31627,twin peaks: fire walk with me,m224,1992,0,2,mm
24034,c31628,twin peaks: fire walk with me,m224,1992,0,2,mm
24035,c31629,twin peaks: fire walk with me,m224,1992,0,2,mm
24036,c3163,bachelor party,m24,1984,5,9,mf
24037,c31630,twin peaks: fire walk with me,m224,1992,0,3,mm
24038,c31631,twin peaks: fire walk with me,m224,1992,0,2,mm
24039,c31632,twin peaks: fire walk with me,m224,1992,0,5,mm
24040,c31633,twin peaks: fire walk with me,m224,1992,7,7,ff
24041,c31634,twin peaks: fire walk with me,m224,1992,10,10,ff
24042,c31635,twin peaks: fire walk with me,m224,1992,2,2,ff
24043,c31636,twin peaks: fire walk with me,m224,1992,7,7,ff
24044,c31637,twin peaks: fire walk with me,m224,1992,3,3,ff
24045,c31638,twin peaks: fire walk with me,m224,1992,2,2,ff
24046,c31639,twin peaks: fire walk with me,m224,1992,5,5,ff
24047,c3164,bachelor party,m24,1984,2,5,mf
24048,c31640,twin peaks: fire walk with me,m224,1992,3,3,ff
24049,c31641,twin peaks: fire walk with me,m224,1992,6,6,ff
24050,c31642,twin peaks: fire walk with me,m224,1992,2,2,ff
24051,c31643,twin peaks: fire walk with me,m224,1992,6,6,ff
24052,c31644,twin peaks: fire walk with me,m224,1992,2,2,ff
24053,c31645,twin peaks: fire walk with me,m224,1992,3,3,ff
24054,c31646,twin peaks: fire walk with me,m224,1992,2,2,ff
24055,c31647,twin peaks: fire walk with me,m224,1992,3,3,ff
24056,c31648,twin peaks: fire walk with me,m224,1992,2,2,ff
24057,c31649,twin peaks: fire walk with me,m224,1992,2,2,ff
24058,c3165,bachelor party,m24,1984,3,5,mf
24059,c31650,twin peaks: fire walk with me,m224,1992,2,2,ff
24060,c31651,twin peaks: fire walk with me,m224,1992,3,3,ff
24061,c31652,twin peaks: fire walk with me,m224,1992,2,2,ff
24062,c31653,twin peaks: fire walk with me,m224,1992,18,18,ff
24063,c31654,twin peaks: fire walk with me,m224,1992,0,8,mm
24064,c31655,twin peaks: fire walk with me,m224,1992,0,2,mm
24065,c31656,twin peaks: fire walk with me,m224,1992,0,3,mm
24066,c31657,twin peaks: fire walk with me,m224,1992,0,2,mm
24067,c31658,twin peaks: fire walk with me,m224,1992,4,7,mf
24068,c31659,twin peaks: fire walk with me,m224,1992,3,5,mf
24069,c3166,bachelor party,m24,1984,6,12,mf
24070,c31660,twin peaks: fire walk with me,m224,1992,1,2,mf
24071,c31661,twin peaks: fire walk with me,m224,1992,1,2,mf
24072,c31662,twin peaks: fire walk with me,m224,1992,1,3,mf
24073,c31663,twin peaks: fire walk with me,m224,1992,4,9,mf
24074,c31664,twin peaks: fire walk with me,m224,1992,2,5,mf
24075,c31665,twin peaks: fire walk with me,m224,1992,1,3,mf
24076,c31666,twin peaks: fire walk with me,m224,1992,2,4,mf
24077,c31667,twin peaks: fire walk with me,m224,1992,2,3,mf
24078,c31668,twin peaks: fire walk with me,m224,1992,4,8,mf
24079,c31669,twin peaks: fire walk with me,m224,1992,3,7,mf
24080,c3167,bachelor party,m24,1984,1,3,mf
24081,c31670,twin peaks: fire walk with me,m224,1992,4,8,mf
24082,c31671,twin peaks: fire walk with me,m224,1992,4,8,mf
24083,c31672,twin peaks: fire walk with me,m224,1992,2,4,mf
24084,c31673,twin peaks: fire walk with me,m224,1992,5,9,mf
24085,c31674,twin peaks: fire walk with me,m224,1992,0,11,mm
24086,c31675,twin peaks: fire walk with me,m224,1992,0,2,mm
24087,c31676,twin peaks: fire walk with me,m224,1992,0,9,mm
24088,c31677,twin peaks: fire walk with me,m224,1992,0,3,mm
24089,c31678,twin peaks: fire walk with me,m224,1992,2,3,mf
24090,c31679,twin peaks: fire walk with me,m224,1992,1,2,mf
24091,c3168,bachelor party,m24,1984,4,8,mf
24092,c31680,twin peaks: fire walk with me,m224,1992,3,7,mf
24093,c31681,twin peaks: fire walk with me,m224,1992,1,2,mf
24094,c31682,twin peaks: fire walk with me,m224,1992,1,2,mf
24095,c31683,twin peaks: fire walk with me,m224,1992,1,2,mf
24096,c31684,twin peaks: fire walk with me,m224,1992,2,4,mf
24097,c31685,twin peaks: fire walk with me,m224,1992,1,2,mf
24098,c31686,twin peaks: fire walk with me,m224,1992,1,2,mf
24099,c31687,twin peaks: fire walk with me,m224,1992,1,2,mf
24100,c31688,twin peaks: fire walk with me,m224,1992,3,6,mf
24101,c31689,twin peaks: fire walk with me,m224,1992,1,3,mf
24102,c3169,bachelor party,m24,1984,2,4,mf
24103,c31690,twin peaks: fire walk with me,m224,1992,1,3,mf
24104,c31691,twin peaks: fire walk with me,m224,1992,3,6,mf
24105,c31692,twin peaks: fire walk with me,m224,1992,1,2,mf
24106,c31693,twin peaks: fire walk with me,m224,1992,4,7,mf
24107,c31694,twin peaks: fire walk with me,m224,1992,1,2,mf
24108,c31695,twin peaks: fire walk with me,m224,1992,2,4,mf
24109,c31696,twin peaks: fire walk with me,m224,1992,0,2,mm
24110,c31697,twin peaks: fire walk with me,m224,1992,0,2,mm
24111,c31698,twin peaks: fire walk with me,m224,1992,0,2,mm
24112,c31699,twin peaks: fire walk with me,m224,1992,0,2,mm
24113,c317,15 minutes,m2,2001,2,4,mf
24114,c3170,bachelor party,m24,1984,2,4,mf
24115,c31700,twin peaks: fire walk with me,m224,1992,0,4,mm
24116,c31701,twin peaks: fire walk with me,m224,1992,0,3,mm
24117,c31702,twin peaks: fire walk with me,m224,1992,0,2,mm
24118,c31703,twin peaks: fire walk with me,m224,1992,0,3,mm
24119,c31704,twin peaks: fire walk with me,m224,1992,0,4,mm
24120,c31705,twin peaks: fire walk with me,m224,1992,0,2,mm
24121,c31706,twin peaks: fire walk with me,m224,1992,0,3,mm
24122,c31707,twin peaks: fire walk with me,m224,1992,0,5,mm
24123,c31708,twin peaks: fire walk with me,m224,1992,0,3,mm
24124,c31709,twin peaks: fire walk with me,m224,1992,0,5,mm
24125,c3171,bachelor party,m24,1984,1,3,mf
24126,c31710,twin peaks: fire walk with me,m224,1992,0,3,mm
24127,c31711,the verdict,m225,1982,0,7,mm
24128,c31712,the verdict,m225,1982,0,8,mm
24129,c31713,the verdict,m225,1982,0,12,mm
24130,c31714,the verdict,m225,1982,0,4,mm
24131,c31715,the verdict,m225,1982,0,8,mm
24132,c31716,the verdict,m225,1982,0,4,mm
24133,c31717,the verdict,m225,1982,0,2,mm
24134,c31718,the verdict,m225,1982,0,5,mm
24135,c31719,the verdict,m225,1982,0,5,mm
24136,c3172,bachelor party,m24,1984,2,3,mf
24137,c31720,the verdict,m225,1982,0,2,mm
24138,c31721,the verdict,m225,1982,0,4,mm
24139,c31722,the verdict,m225,1982,9,19,mf
24140,c31723,the verdict,m225,1982,5,9,mf
24141,c31724,the verdict,m225,1982,2,4,mf
24142,c31725,the verdict,m225,1982,0,28,mm
24143,c31726,the verdict,m225,1982,0,2,mm
24144,c31727,the verdict,m225,1982,0,2,mm
24145,c31728,the verdict,m225,1982,0,5,mm
24146,c31729,the verdict,m225,1982,0,2,mm
24147,c3173,bachelor party,m24,1984,1,3,mf
24148,c31730,the verdict,m225,1982,0,3,mm
24149,c31731,the verdict,m225,1982,0,3,mm
24150,c31732,the verdict,m225,1982,0,2,mm
24151,c31733,the verdict,m225,1982,0,2,mm
24152,c31734,the verdict,m225,1982,0,2,mm
24153,c31735,the verdict,m225,1982,0,3,mm
24154,c31736,the verdict,m225,1982,0,2,mm
24155,c31737,the verdict,m225,1982,0,10,mm
24156,c31738,the verdict,m225,1982,0,2,mm
24157,c31739,the verdict,m225,1982,0,3,mm
24158,c3174,bachelor party,m24,1984,2,3,mf
24159,c31740,the verdict,m225,1982,0,10,mm
24160,c31741,the verdict,m225,1982,0,13,mm
24161,c31742,the verdict,m225,1982,0,3,mm
24162,c31743,the verdict,m225,1982,0,5,mm
24163,c31744,the verdict,m225,1982,0,2,mm
24164,c31745,the verdict,m225,1982,0,3,mm
24165,c31746,the verdict,m225,1982,0,6,mm
24166,c31747,the verdict,m225,1982,0,2,mm
24167,c31748,the verdict,m225,1982,0,2,mm
24168,c31749,the verdict,m225,1982,0,10,mm
24169,c3175,bachelor party,m24,1984,2,3,mf
24170,c31750,the verdict,m225,1982,0,5,mm
24171,c31751,the verdict,m225,1982,0,6,mm
24172,c31752,the verdict,m225,1982,0,2,mm
24173,c31753,the verdict,m225,1982,0,2,mm
24174,c31754,the verdict,m225,1982,0,5,mm
24175,c31755,the verdict,m225,1982,0,11,mm
24176,c31756,the verdict,m225,1982,0,5,mm
24177,c31757,the verdict,m225,1982,0,2,mm
24178,c31758,the verdict,m225,1982,0,9,mm
24179,c31759,the verdict,m225,1982,0,2,mm
24180,c3176,bachelor party,m24,1984,2,3,mf
24181,c31760,the verdict,m225,1982,0,2,mm
24182,c31761,the verdict,m225,1982,0,3,mm
24183,c31762,the verdict,m225,1982,0,6,mm
24184,c31763,the verdict,m225,1982,0,2,mm
24185,c31764,the verdict,m225,1982,0,8,mm
24186,c31765,the verdict,m225,1982,0,2,mm
24187,c31766,the verdict,m225,1982,0,3,mm
24188,c31767,the verdict,m225,1982,0,4,mm
