,Unnamed: 0,Character_ID,Movie_ID,Title,Gender,Position_in_Credits,Character,Character_Line_Count,Movie_Line_Count,Character_Line_Percent
1235,1235,u2091,m135,Mighty Morphin Power Rangers,?,?,SKULL,8,193,0.0414507772020725
1236,1236,u2092,m135,Mighty Morphin Power Rangers,?,?,TOMMY,21,193,0.1088082901554404
1237,1237,u2093,m135,Mighty Morphin Power Rangers,?,?,ZEDD,5,193,0.0259067357512953
1238,1238,u2094,m135,Mighty Morphin Power Rangers,?,?,ZORDON,7,193,0.0362694300518134
1239,1239,u2095,m136,Mobsters,?,?,AL CAPONE,13,438,0.0296803652968036
1240,1240,u2096,m136,Mobsters,?,?,BOBBY CLOWES,5,438,0.0114155251141552
1241,1241,u2097,m136,Mobsters,?,?,BOO-BOO HOFF,3,438,0.0068493150684931
1242,1242,u2098,m136,Mobsters,?,?,CAPONE,4,438,0.0091324200913242
1243,1243,u2099,m136,Mobsters,?,?,CHARLIE,22,438,0.0502283105022831
1244,1244,u2100,m136,Mobsters,?,?,DETECTIVE MULLAVEY,4,438,0.0091324200913242
1245,1245,u2101,m136,Mobsters,?,?,FRANK,23,438,0.0525114155251141
1246,1246,u2102,m136,Mobsters,?,?,GAY ORLOVA,28,438,0.0639269406392694
1247,1247,u2103,m136,Mobsters,?,?,JOE PROFACI,5,438,0.0114155251141552
1248,1248,u2104,m136,Mobsters,m,8,LANSKY,38,438,0.0867579908675799
1249,1249,u2105,m136,Mobsters,m,1,LUCIANO,155,438,0.3538812785388128
1250,1250,u2106,m136,Mobsters,?,?,MAD DOG COLL,6,438,0.0136986301369863
1251,1251,u2107,m136,Mobsters,?,?,MANAGER,4,438,0.0091324200913242
1252,1252,u2108,m136,Mobsters,?,?,MARANZANO,32,438,0.0730593607305936
1253,1253,u2109,m136,Mobsters,m,17,MASSERIA,33,438,0.0753424657534246
1254,1254,u2110,m136,Mobsters,?,?,REINA,6,438,0.0136986301369863
1255,1255,u2111,m136,Mobsters,?,?,ROTHSTEIN,17,438,0.0388127853881278
1256,1256,u2112,m136,Mobsters,?,?,SIEGEL,40,438,0.091324200913242
1257,1257,u2113,m137,Monkeybone,?,?,ALICE,12,304,0.0394736842105263
1258,1258,u2114,m137,Monkeybone,?,?,BULL,10,304,0.0328947368421052
1259,1259,u2115,m137,Monkeybone,?,?,DEATH,10,304,0.0328947368421052
1260,1260,u2116,m137,Monkeybone,?,?,DR. EDELSTEIN,5,304,0.0164473684210526
1261,1261,u2117,m137,Monkeybone,?,?,HERB,16,304,0.0526315789473684
1262,1262,u2118,m137,Monkeybone,?,?,HUTCH,4,304,0.0131578947368421
1263,1263,u2119,m137,Monkeybone,m,5,HYPNOS,19,304,0.0625
1264,1264,u2120,m137,Monkeybone,f,2,JULIE,54,304,0.1776315789473684
1265,1265,u2121,m137,Monkeybone,?,?,KIMMY,12,304,0.0394736842105263
1266,1266,u2122,m137,Monkeybone,?,?,KITTY,8,304,0.0263157894736842
1267,1267,u2123,m137,Monkeybone,m,3,MONKEYBONE,31,304,0.1019736842105263
1268,1268,u2124,m137,Monkeybone,m,1,STU,99,304,0.3256578947368421
1269,1269,u2125,m137,Monkeybone,?,?,STU-BONE,24,304,0.0789473684210526
1270,1270,u2126,m138,My Mother Dreams The Satan'S Disciples In New York,?,?,DISCIPLE PROSPECT,9,122,0.0737704918032786
1271,1271,u2127,m138,My Mother Dreams The Satan'S Disciples In New York,f,1,MARIAN,60,122,0.4918032786885246
1272,1272,u2128,m138,My Mother Dreams The Satan'S Disciples In New York,?,?,MARIKA,9,122,0.0737704918032786
1273,1273,u2129,m138,My Mother Dreams The Satan'S Disciples In New York,?,?,MISCHA,13,122,0.1065573770491803
1274,1274,u2130,m138,My Mother Dreams The Satan'S Disciples In New York,f,2,PAULA,31,122,0.2540983606557377
1275,1275,u2131,m139,Mr. Smith Goes To Washington,?,?,BOY,9,942,0.0095541401273885
1276,1276,u2132,m139,Mr. Smith Goes To Washington,?,?,CHAIRMAN,8,942,0.0084925690021231
1277,1277,u2133,m139,Mr. Smith Goes To Washington,?,?,COOK,4,942,0.0042462845010615
1278,1278,u2134,m139,Mr. Smith Goes To Washington,m,6,DIZ,69,942,0.0732484076433121
1279,1279,u2135,m139,Mr. Smith Goes To Washington,f,12,EMMA,17,942,0.0180467091295116
1280,1280,u2136,m139,Mr. Smith Goes To Washington,?,?,GRIFFITH,4,942,0.0042462845010615
1281,1281,u2137,m139,Mr. Smith Goes To Washington,m,5,HUBERT,66,942,0.0700636942675159
1282,1282,u2138,m139,Mr. Smith Goes To Washington,m,2,JEFFERSON,243,942,0.2579617834394904
1283,1283,u2139,m139,Mr. Smith Goes To Washington,?,?,JIMMIE,4,942,0.0042462845010615
1284,1284,u2140,m139,Mr. Smith Goes To Washington,?,?,MA,17,942,0.0180467091295116
1285,1285,u2141,m139,Mr. Smith Goes To Washington,m,7,MCGANN,43,942,0.0456475583864118
1286,1286,u2142,m139,Mr. Smith Goes To Washington,?,?,NOSEY,11,942,0.0116772823779193
1287,1287,u2143,m139,Mr. Smith Goes To Washington,?,?,OTIS,4,942,0.0042462845010615
1288,1288,u2144,m139,Mr. Smith Goes To Washington,m,3,PAINE,115,942,0.1220806794055201
1289,1289,u2145,m139,Mr. Smith Goes To Washington,?,?,PETER,4,942,0.0042462845010615
1290,1290,u2146,m139,Mr. Smith Goes To Washington,?,?,PRESIDENT,19,942,0.0201698513800424
1291,1291,u2147,m139,Mr. Smith Goes To Washington,f,1,SAUNDERS,218,942,0.2314225053078556
1292,1292,u2148,m139,Mr. Smith Goes To Washington,?,?,SENATOR,8,942,0.0084925690021231
1293,1293,u2149,m139,Mr. Smith Goes To Washington,?,?,SPIELER,3,942,0.0031847133757961
1294,1294,u2150,m139,Mr. Smith Goes To Washington,f,11,SUSAN,20,942,0.0212314225053078
1295,1295,u2151,m139,Mr. Smith Goes To Washington,m,4,TAYLOR,51,942,0.054140127388535
1296,1296,u2152,m139,Mr. Smith Goes To Washington,?,?,VOICES,5,942,0.0053078556263269
1297,1297,u215,m14,Alien Nation,?,?,CASSANDRA,14,316,0.0443037974683544
1298,1298,u216,m14,Alien Nation,?,?,FEDORCHUK,5,316,0.0158227848101265
1299,1299,u217,m14,Alien Nation,?,?,HARCOURT,10,316,0.0316455696202531
1300,1300,u218,m14,Alien Nation,m,?,JETSON,93,316,0.2943037974683544
1301,1301,u219,m14,Alien Nation,?,?,KIPLING,4,316,0.0126582278481012
1302,1302,u220,m14,Alien Nation,?,?,MAFFET,3,316,0.0094936708860759
1303,1303,u221,m14,Alien Nation,?,?,O'NEAL,6,316,0.0189873417721519
1304,1304,u222,m14,Alien Nation,?,?,OPERATOR,5,316,0.0158227848101265
1305,1305,u223,m14,Alien Nation,?,?,PORTER,3,316,0.0094936708860759
1306,1306,u224,m14,Alien Nation,m,1,SYKES,150,316,0.4746835443037974
1307,1307,u225,m14,Alien Nation,?,?,TUGGLE,8,316,0.0253164556962025
1308,1308,u226,m14,Alien Nation,?,?,WARNER,5,316,0.0158227848101265
1309,1309,u227,m14,Alien Nation,?,?,WINTER,10,316,0.0316455696202531
1310,1310,u2153,m140,Mr. Deeds Goes To Town,?,?,2ND BODYGUARD,5,798,0.006265664160401
1311,1311,u2154,m140,Mr. Deeds Goes To Town,?,?,AGENT,5,798,0.006265664160401
1312,1312,u2155,m140,Mr. Deeds Goes To Town,?,?,AMY,12,798,0.0150375939849624
1313,1313,u2156,m140,Mr. Deeds Goes To Town,?,?,APPLICANT,3,798,0.0037593984962406
1314,1314,u2157,m140,Mr. Deeds Goes To Town,f,2,BABE,124,798,0.1553884711779448
1315,1315,u2158,m140,Mr. Deeds Goes To Town,?,?,BOB,7,798,0.0087719298245614
1316,1316,u2159,m140,Mr. Deeds Goes To Town,?,?,BUDINGTON,5,798,0.006265664160401
1317,1317,u2160,m140,Mr. Deeds Goes To Town,m,1000,BUTLER,16,798,0.0200501253132832
1318,1318,u2161,m140,Mr. Deeds Goes To Town,?,?,BUTLERS,3,798,0.0037593984962406
1319,1319,u2162,m140,Mr. Deeds Goes To Town,m,5,CEDAR,91,798,0.1140350877192982
1320,1320,u2163,m140,Mr. Deeds Goes To Town,m,4,COBB,53,798,0.0664160401002506
1321,1321,u2164,m140,Mr. Deeds Goes To Town,?,?,DOUGLAS,11,798,0.0137844611528822
1322,1322,u2165,m140,Mr. Deeds Goes To Town,?,?,DR. FOSDICK,3,798,0.0037593984962406
1323,1323,u2166,m140,Mr. Deeds Goes To Town,?,?,FARMER,9,798,0.0112781954887218
1324,1324,u2167,m140,Mr. Deeds Goes To Town,?,?,FIRST BROTHER,4,798,0.0050125313283208
1325,1325,u2168,m140,Mr. Deeds Goes To Town,?,?,FRANK,7,798,0.0087719298245614
1326,1326,u2169,m140,Mr. Deeds Goes To Town,m,1000,HALLOR,16,798,0.0200501253132832
1327,1327,u2170,m140,Mr. Deeds Goes To Town,?,?,HENABERRY,5,798,0.006265664160401
1328,1328,u2171,m140,Mr. Deeds Goes To Town,?,?,JANE,14,798,0.0175438596491228
1329,1329,u2172,m140,Mr. Deeds Goes To Town,?,?,JUDGE,18,798,0.0225563909774436
1330,1330,u2173,m140,Mr. Deeds Goes To Town,m,1,LONGFELLOW,258,798,0.3233082706766917
1331,1331,u2174,m140,Mr. Deeds Goes To Town,?,?,LONGFELLOW'S VOICE,3,798,0.0037593984962406
1332,1332,u2175,m140,Mr. Deeds Goes To Town,f,8,MABEL,23,798,0.0288220551378446
1333,1333,u2176,m140,Mr. Deeds Goes To Town,m,3,MAC,28,798,0.0350877192982456
1334,1334,u2177,m140,Mr. Deeds Goes To Town,?,?,MORROW,7,798,0.0087719298245614
1335,1335,u2178,m140,Mr. Deeds Goes To Town,?,?,MRS. MEREDITH,13,798,0.0162907268170426
1336,1336,u2179,m140,Mr. Deeds Goes To Town,?,?,SVENSON,4,798,0.0050125313283208
1337,1337,u2180,m140,Mr. Deeds Goes To Town,?,?,VOICE,5,798,0.006265664160401
1338,1338,u2181,m140,Mr. Deeds Goes To Town,?,?,VON HOLLER,4,798,0.0050125313283208
1339,1339,u2182,m140,Mr. Deeds Goes To Town,?,?,WAITER,6,798,0.0075187969924812
1340,1340,u2183,m140,Mr. Deeds Goes To Town,m,6,WALTER,36,798,0.0451127819548872
1341,1341,u2184,m141,Mumford,f,5,ALTHEA,17,734,0.0231607629427792
1342,1342,u2185,m141,Mumford,?,?,COOK,11,734,0.0149863760217983
1343,1343,u2186,m141,Mumford,?,?,CORRECTIONAL OFFICER,3,734,0.0040871934604904
1344,1344,u2187,m141,Mumford,?,?,DELBANCO,19,734,0.0258855585831062
1345,1345,u2188,m141,Mumford,m,6,FOLLETT,25,734,0.0340599455040872
1346,1346,u2189,m141,Mumford,?,?,GILROY,4,734,0.0054495912806539
1347,1347,u2190,m141,Mumford,m,13,JEREMY,13,734,0.0177111716621253
1348,1348,u2191,m141,Mumford,?,?,JUDGE OTTO,8,734,0.0108991825613079
1349,1349,u2192,m141,Mumford,f,4,LILY,36,734,0.0490463215258855
1350,1350,u2193,m141,Mumford,?,?,LIONEL,8,734,0.0108991825613079
1351,1351,u2194,m141,Mumford,?,?,MARTIN,11,734,0.0149863760217983
1352,1352,u2195,m141,Mumford,?,?,MRS. COOK,18,734,0.0245231607629427
1353,1353,u2196,m141,Mumford,m,1,MUMFORD,330,734,0.4495912806539509
1354,1354,u2197,m141,Mumford,f,7,NESSA,28,734,0.0381471389645776
1355,1355,u2198,m141,Mumford,?,?,SHEELER,13,734,0.0177111716621253
1356,1356,u2199,m141,Mumford,m,3,SKIP,96,734,0.1307901907356948
1357,1357,u2200,m141,Mumford,f,2,SOFIE,94,734,0.1280653950953678
1358,1358,u2201,m142,The Mummy,?,?,ARDETH RAY,10,383,0.0261096605744125
1359,1359,u2202,m142,The Mummy,m,5,BENI,31,383,0.0809399477806788
1360,1360,u2203,m142,The Mummy,?,?,CURATOR,18,383,0.0469973890339425
1361,1361,u2204,m142,The Mummy,?,?,DANIELS,6,383,0.0156657963446475
1362,1362,u2205,m142,The Mummy,f,2,EVELYN,116,383,0.3028720626631854
1363,1363,u2206,m142,The Mummy,?,?,HENDERSON,6,383,0.0156657963446475
1364,1364,u2207,m142,The Mummy,?,?,HOOK,4,383,0.010443864229765
1365,1365,u2208,m142,The Mummy,m,3,JONATHAN,55,383,0.1436031331592689
1366,1366,u2209,m142,The Mummy,m,1,O'CONNELL,124,383,0.3237597911227154
1367,1367,u2210,m142,The Mummy,?,?,WARDEN,13,383,0.0339425587467362
1368,1368,u2211,m143,Mystery Men,?,?,AMAZING,9,429,0.0209790209790209
1369,1369,u2212,m143,Mystery Men,?,?,ANABEL,8,429,0.0186480186480186
1370,1370,u2213,m143,Mystery Men,?,?,BOWLER,36,429,0.0839160839160839
1371,1371,u2214,m143,Mystery Men,?,?,CASANOVA,46,429,0.1072261072261072
1372,1372,u2215,m143,Mystery Men,m,6,FURIOUS,99,429,0.2307692307692307
1373,1373,u2216,m143,Mystery Men,?,?,HELLER,8,429,0.0186480186480186
1374,1374,u2217,m143,Mystery Men,?,?,INVISIBLE BOY,11,429,0.0256410256410256
1375,1375,u2218,m143,Mystery Men,f,14,MONICA,51,429,0.1188811188811188
1376,1376,u2219,m143,Mystery Men,?,?,MOTHER,9,429,0.0209790209790209
1377,1377,u2220,m143,Mystery Men,m,1,RAJA,85,429,0.1981351981351981
1378,1378,u2221,m143,Mystery Men,m,3,SHOVELER,53,429,0.1235431235431235
1379,1379,u2222,m143,Mystery Men,?,?,SPHINX,8,429,0.0186480186480186
1380,1380,u2223,m143,Mystery Men,?,?,TONY P,6,429,0.0139860139860139
1381,1381,u2224,m144,Napoleon,m,?,ALEXANDER,27,543,0.0497237569060773
1382,1382,u2225,m144,Napoleon,?,?,BARRAS,20,543,0.0368324125230202
1383,1383,u2226,m144,Napoleon,?,?,BELLIARD,10,543,0.0184162062615101
1384,1384,u2227,m144,Napoleon,?,?,BERTRAND,7,543,0.012891344383057
1385,1385,u2228,m144,Napoleon,?,?,BOURRIENNE,4,543,0.007366482504604
1386,1386,u2229,m144,Napoleon,?,?,CAULAINCOURT,4,543,0.007366482504604
1387,1387,u2230,m144,Napoleon,?,?,CHARLES,7,543,0.012891344383057
1388,1388,u2231,m144,Napoleon,?,?,CORSICAN,10,543,0.0184162062615101
1389,1389,u2232,m144,Napoleon,?,?,DIDIER,3,543,0.005524861878453
1390,1390,u2233,m144,Napoleon,?,?,DUROC,14,543,0.0257826887661141
1391,1391,u2234,m144,Napoleon,?,?,EUGENE,8,543,0.0147329650092081
1392,1392,u2235,m144,Napoleon,?,?,FRANCIS,10,543,0.0184162062615101
1393,1393,u2236,m144,Napoleon,m,?,GENERAL KUTUSOV,18,543,0.0331491712707182
1394,1394,u2237,m144,Napoleon,f,?,GIRL,14,543,0.0257826887661141
1395,1395,u2238,m144,Napoleon,m,?,JOSEPH,14,543,0.0257826887661141
1396,1396,u2239,m144,Napoleon,f,?,JOSEPHINE,41,543,0.0755064456721915
1397,1397,u2240,m144,Napoleon,?,?,JUNOT,30,543,0.0552486187845303
1398,1398,u2241,m144,Napoleon,?,?,MAJOR FIDON,4,543,0.007366482504604
1399,1399,u2242,m144,Napoleon,f,?,MARIE-LOUISE,12,543,0.0220994475138121
1400,1400,u2243,m144,Napoleon,?,?,MONTESQUIOU,3,543,0.005524861878453
1401,1401,u2244,m144,Napoleon,m,1,NAPOLEON,240,543,0.4419889502762431
1402,1402,u2245,m144,Napoleon,?,?,NARRATOR,8,543,0.0147329650092081
1403,1403,u2246,m144,Napoleon,?,?,ORDERLY,5,543,0.009208103130755
1404,1404,u2247,m144,Napoleon,?,?,PICART,3,543,0.005524861878453
1405,1405,u2248,m144,Napoleon,?,?,RUSSIAN GENTLEMAN,4,543,0.007366482504604
1406,1406,u2249,m144,Napoleon,?,?,SCHWARZENBURG,6,543,0.011049723756906
1407,1407,u2250,m144,Napoleon,?,?,TALLEYRAND,11,543,0.0202578268876611
1408,1408,u2251,m144,Napoleon,?,?,VARLAC,6,543,0.011049723756906
1409,1409,u2252,m145,Next Friday,?,?,BABY'D,4,473,0.0084566596194503
1410,1410,u2253,m145,Next Friday,m,1,CRAIG,141,473,0.2980972515856236
1411,1411,u2254,m145,Next Friday,?,?,CUSTOMER #1,4,473,0.0084566596194503
1412,1412,u2255,m145,Next Friday,?,?,D'WANA,6,473,0.0126849894291754
1413,1413,u2256,m145,Next Friday,m,2,DAY-DAY,108,473,0.2283298097251585
1414,1414,u2257,m145,Next Friday,?,?,DEBO,15,473,0.0317124735729386
1415,1415,u2258,m145,Next Friday,?,?,DELIVERY GUY,7,473,0.014799154334038
1416,1416,u2259,m145,Next Friday,?,?,EZAL,15,473,0.0317124735729386
1417,1417,u2260,m145,Next Friday,?,?,JOKER,11,473,0.0232558139534883
1418,1418,u2261,m145,Next Friday,f,9,KARLA,22,473,0.0465116279069767
1419,1419,u2262,m145,Next Friday,?,?,MISS HO KYM,7,473,0.014799154334038
1420,1420,u2263,m145,Next Friday,m,4,MR. JONES,29,473,0.0613107822410148
1421,1421,u2264,m145,Next Friday,?,?,PINKY,4,473,0.0084566596194503
1422,1422,u2265,m145,Next Friday,m,3,ROACH,44,473,0.0930232558139534
1423,1423,u2266,m145,Next Friday,?,?,SUGA,10,473,0.0211416490486257
1424,1424,u2267,m145,Next Friday,m,5,UNCLE ELROY,46,473,0.0972515856236786
1425,1425,u2268,m146,Nick Of Time,?,?,BRENDAN GRANT,8,378,0.0211640211640211
1426,1426,u2269,m146,Nick Of Time,?,?,CABBIE,12,378,0.0317460317460317
1427,1427,u2270,m146,Nick Of Time,f,6,ELEANOR GRANT,32,378,0.0846560846560846
1428,1428,u2271,m146,Nick Of Time,m,1,GENE,136,378,0.3597883597883597
1429,1429,u2272,m146,Nick Of Time,m,3,HUEY,43,378,0.1137566137566137
1430,1430,u2273,m146,Nick Of Time,?,?,KRISTA,16,378,0.0423280423280423
1431,1431,u2274,m146,Nick Of Time,?,?,LYNN,25,378,0.0661375661375661
1432,1432,u2275,m146,Nick Of Time,m,4,MR. SMITH,58,378,0.1534391534391534
1433,1433,u2276,m146,Nick Of Time,?,?,MS. JONES,37,378,0.0978835978835978
1434,1434,u2277,m146,Nick Of Time,?,?,MYSTERY MAN,4,378,0.0105820105820105
1435,1435,u2278,m146,Nick Of Time,?,?,OFFICER TRUST,7,378,0.0185185185185185
1436,1436,u2279,m147,The Night Of The Hunter,?,?,BART,4,445,0.0089887640449438
1437,1437,u2280,m147,The Night Of The Hunter,m,6,BEN HARPER,18,445,0.0404494382022471
1438,1438,u2281,m147,The Night Of The Hunter,?,?,BIRDIE STEPTOE,16,445,0.0359550561797752
1439,1439,u2282,m147,The Night Of The Hunter,?,?,CLARY,4,445,0.0089887640449438
1440,1440,u2283,m147,The Night Of The Hunter,?,?,CONGREGATION,5,445,0.0112359550561797
1441,1441,u2284,m147,The Night Of The Hunter,?,?,GROCER,3,445,0.0067415730337078
1442,1442,u2285,m147,The Night Of The Hunter,?,?,GUARD,4,445,0.0089887640449438
1443,1443,u2286,m147,The Night Of The Hunter,f,5,ICEY SPOON,46,445,0.1033707865168539
1444,1444,u2287,m147,The Night Of The Hunter,m,8,JOHN HARPER,74,445,0.1662921348314607
1445,1445,u2288,m147,The Night Of The Hunter,f,9,PEARL HARPER,43,445,0.096629213483146
1446,1446,u2289,m147,The Night Of The Hunter,?,?,PREACHER,112,445,0.251685393258427
1447,1447,u2290,m147,The Night Of The Hunter,?,?,RACHEL COOPER,43,445,0.096629213483146
1448,1448,u2291,m147,The Night Of The Hunter,?,?,RUBY,16,445,0.0359550561797752
1449,1449,u2292,m147,The Night Of The Hunter,m,7,WALT,32,445,0.0719101123595505
1450,1450,u2293,m147,The Night Of The Hunter,?,?,WILLA HARPER,25,445,0.0561797752808988
1451,1451,u228,m15,Aliens,?,?,APONE,11,359,0.0306406685236768
1452,1452,u229,m15,Aliens,m,4,BISHOP,15,359,0.0417827298050139
1453,1453,u230,m15,Aliens,m,5,BURKE,38,359,0.1058495821727019
1454,1454,u231,m15,Aliens,?,?,GORMAN,33,359,0.0919220055710306
1455,1455,u232,m15,Aliens,m,3,HICKS,28,359,0.0779944289693593
1456,1456,u233,m15,Aliens,?,?,HUDSON,50,359,0.1392757660167131
1457,1457,u234,m15,Aliens,?,?,LYDECKER,3,359,0.0083565459610027
1458,1458,u235,m15,Aliens,?,?,MED-TECH,4,359,0.011142061281337
1459,1459,u236,m15,Aliens,f,2,NEWT,31,359,0.0863509749303621
1460,1460,u237,m15,Aliens,f,1,RIPLEY,132,359,0.3676880222841225
1461,1461,u238,m15,Aliens,?,?,SIMPSON,3,359,0.0083565459610027
1462,1462,u239,m15,Aliens,?,?,VAN LEUWEN,5,359,0.0139275766016713
1463,1463,u240,m15,Aliens,?,?,VASQUEZ,6,359,0.0167130919220055
1464,1464,u2294,m148,A Nightmare On Elm Street,?,?,DR KING,10,263,0.0380228136882129
1465,1465,u2295,m148,A Nightmare On Elm Street,m,6,GLEN,39,263,0.1482889733840304
1466,1466,u2296,m148,A Nightmare On Elm Street,?,?,LT THOMPSON,27,263,0.1026615969581749
1467,1467,u2297,m148,A Nightmare On Elm Street,f,2,MARGE,44,263,0.1673003802281368
1468,1468,u2298,m148,A Nightmare On Elm Street,?,?,MR LANTZ,5,263,0.0190114068441064
1469,1469,u2299,m148,A Nightmare On Elm Street,f,3,NANCY,104,263,0.3954372623574144
1470,1470,u2300,m148,A Nightmare On Elm Street,?,?,PARKER,6,263,0.0228136882129277
1471,1471,u2301,m148,A Nightmare On Elm Street,?,?,ROD,16,263,0.0608365019011406
1472,1472,u2302,m148,A Nightmare On Elm Street,?,?,TINA,12,263,0.0456273764258555
1473,1473,u2303,m149,Ninotchka,?,?,ALL THREE RUSSIANS,5,1015,0.0049261083743842
1474,1474,u2304,m149,Ninotchka,f,1000,ANNA,27,1015,0.0266009852216748
1475,1475,u2305,m149,Ninotchka,m,6,BULJANOFF,67,1015,0.0660098522167487
1476,1476,u2306,m149,Ninotchka,?,?,GASTON,17,1015,0.0167487684729064
1477,1477,u2307,m149,Ninotchka,?,?,GENERAL SAVITZKY,5,1015,0.0049261083743842
1478,1478,u2308,m149,Ninotchka,?,?,HEADWAITER,5,1015,0.0049261083743842
1479,1479,u2309,m149,Ninotchka,m,5,IRANOFF,70,1015,0.0689655172413793
1480,1480,u2310,m149,Ninotchka,m,7,KOPALSKI,60,1015,0.0591133004926108
1481,1481,u2311,m149,Ninotchka,?,?,LAWYER,4,1015,0.0039408866995073
1482,1482,u2312,m149,Ninotchka,m,2,LEON,277,1015,0.2729064039408867
1483,1483,u2313,m149,Ninotchka,?,?,MANAGER,12,1015,0.0118226600985221
1484,1484,u2314,m149,Ninotchka,f,1,NINOTCHKA,301,1015,0.296551724137931
1485,1485,u2315,m149,Ninotchka,m,1000,OFFICIAL,17,1015,0.0167487684729064
1486,1486,u2316,m149,Ninotchka,?,?,PORTER,4,1015,0.0039408866995073
1487,1487,u2317,m149,Ninotchka,?,?,PČRE MATHIEU,5,1015,0.0049261083743842
1488,1488,u2318,m149,Ninotchka,?,?,RAKONIN,7,1015,0.0068965517241379
1489,1489,u2319,m149,Ninotchka,m,4,RAZININ,15,1015,0.0147783251231527
1490,1490,u2320,m149,Ninotchka,f,3,SWANA,112,1015,0.1103448275862069
1491,1491,u2321,m149,Ninotchka,?,?,TAXI DRIVER,5,1015,0.0049261083743842
1492,1492,u2322,m150,Nixon,?,?,BUZHARDT,5,951,0.0052576235541535
1493,1493,u2323,m150,Nixon,?,?,CUSHMAN,7,951,0.0073606729758149
1494,1494,u2324,m150,Nixon,m,8,DEAN,22,951,0.0231335436382754
1495,1495,u2325,m150,Nixon,m,11,EHRLICHMAN,40,951,0.0420609884332281
1496,1496,u2326,m150,Nixon,m,3,HAIG,32,951,0.0336487907465825
1497,1497,u2327,m150,Nixon,m,3,HALDEMAN,88,951,0.0925341745531019
1498,1498,u2328,m150,Nixon,?,?,HANNAH,13,951,0.0136698212407991
1499,1499,u2329,m150,Nixon,?,?,HAROLD,7,951,0.0073606729758149
1500,1500,u2330,m150,Nixon,m,?,HELMS,28,951,0.0294426919032597
1501,1501,u2331,m150,Nixon,m,5,HOOVER,26,951,0.0273396424815983
1502,1502,u2332,m150,Nixon,?,?,HUNT,17,951,0.0178759200841219
1503,1503,u2333,m150,Nixon,m,18,JONES,16,951,0.0168243953732912
1504,1504,u2334,m150,Nixon,m,1,KISSINGER,29,951,0.0304942166140904
1505,1505,u2335,m150,Nixon,?,?,LIDDY,4,951,0.0042060988433228
1506,1506,u2336,m150,Nixon,?,?,MANOLO,7,951,0.0073606729758149
1507,1507,u2337,m150,Nixon,?,?,MAO,9,951,0.0094637223974763
1508,1508,u2338,m150,Nixon,?,?,MITCH,4,951,0.0042060988433228
1509,1509,u2339,m150,Nixon,m,6,MITCHELL,21,951,0.0220820189274447
1510,1510,u2340,m150,Nixon,m,1,NIXON,434,951,0.4563617245005257
1511,1511,u2341,m150,Nixon,f,2,PAT,62,951,0.0651945320715036
1512,1512,u2342,m150,Nixon,?,?,RICHARD,17,951,0.0178759200841219
1513,1513,u2343,m150,Nixon,m,19,ROCKEFELLER,14,951,0.0147213459516298
1514,1514,u2344,m150,Nixon,?,?,SANDY,7,951,0.0073606729758149
1515,1515,u2345,m150,Nixon,?,?,STUDENT 2,5,951,0.0052576235541535
1516,1516,u2346,m150,Nixon,?,?,STURGIS,7,951,0.0073606729758149
1517,1517,u2347,m150,Nixon,?,?,TOLSON,10,951,0.010515247108307
1518,1518,u2348,m150,Nixon,?,?,YOUNG WOMAN,5,951,0.0052576235541535
1519,1519,u2349,m150,Nixon,?,?,ZIEGLER,15,951,0.0157728706624605
1520,1520,u2350,m151,No Country For Old Men,m,1,BELL,106,600,0.1766666666666666
1521,1521,u2351,m151,No Country For Old Men,f,5,CARLA JEAN,62,600,0.1033333333333333
1522,1522,u2352,m151,No Country For Old Men,m,2,CHIGURH,84,600,0.14
1523,1523,u2353,m151,No Country For Old Men,?,?,CLERK,12,600,0.02
1524,1524,u2354,m151,No Country For Old Men,?,?,DRIVER,4,600,0.0066666666666666
1525,1525,u2355,m151,No Country For Old Men,m,8,ELLIS,22,600,0.0366666666666666
1526,1526,u2356,m151,No Country For Old Men,?,?,LORETTA,12,600,0.02
1527,1527,u2357,m151,No Country For Old Men,?,?,MAN,22,600,0.0366666666666666
1528,1528,u2358,m151,No Country For Old Men,?,?,MAN AT CHAIR,4,600,0.0066666666666666
1529,1529,u2359,m151,No Country For Old Men,?,?,MOLLY,5,600,0.0083333333333333
1530,1530,u2360,m151,No Country For Old Men,m,3,MOSS,104,600,0.1733333333333333
1531,1531,u2361,m151,No Country For Old Men,?,?,MOTHER,3,600,0.005
1532,1532,u2362,m151,No Country For Old Men,?,?,OFFICIAL,10,600,0.0166666666666666
1533,1533,u2363,m151,No Country For Old Men,m,17,PROPRIETOR,35,600,0.0583333333333333
1534,1534,u2364,m151,No Country For Old Men,?,?,ROSCOE,14,600,0.0233333333333333
1535,1535,u2365,m151,No Country For Old Men,m,4,WELLS,46,600,0.0766666666666666
1536,1536,u2366,m151,No Country For Old Men,m,6,WENDELL,35,600,0.0583333333333333
1537,1537,u2367,m151,No Country For Old Men,?,?,WOMAN,20,600,0.0333333333333333
1538,1538,u2368,m152,Nurse Betty,m,8,BALLARD,57,906,0.0629139072847682
1539,1539,u2369,m152,Nurse Betty,f,2,BETTY,209,906,0.2306843267108168
1540,1540,u2370,m152,Nurse Betty,?,?,BLAKE,3,906,0.0033112582781456
1541,1541,u2371,m152,Nurse Betty,m,1,CHARLIE,150,906,0.1655629139072847
