,Unnamed: 0,movie_id,title,year,rating,votes_x,genres,imdb_title_id,weighted_average_vote,total_votes,mean_vote,median_vote,votes_10,votes_9,votes_8,votes_7,votes_6,votes_5,votes_4,votes_3,votes_2,votes_1,allgenders_0age_avg_vote,allgenders_0age_votes,allgenders_18age_avg_vote,allgenders_18age_votes,allgenders_30age_avg_vote,allgenders_30age_votes,allgenders_45age_avg_vote,allgenders_45age_votes,males_allages_avg_vote,males_allages_votes,males_0age_avg_vote,males_0age_votes,males_18age_avg_vote,males_18age_votes,males_30age_avg_vote,males_30age_votes,males_45age_avg_vote,males_45age_votes,females_allages_avg_vote,females_allages_votes,females_0age_avg_vote,females_0age_votes,females_18age_avg_vote,females_18age_votes,females_30age_avg_vote,females_30age_votes,females_45age_avg_vote,females_45age_votes,top1000_voters_rating,top1000_voters_votes,us_voters_rating,us_voters_votes,non_us_voters_rating,non_us_voters_votes,title_spanish,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes_y,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
464,463,m463,One Flew Over The Cuckoos Nest,1975,8.9,219739.0,['drama'],tt0073486,8.7,891071.0,8.6,9.0,246605.0,286344.0,218632.0,87909.0,26096.0,10125.0,4564.0,2426.0,1889.0,6481.0,9.0,450.0,8.7,176228.0,8.6,358641.0,8.7,108460.0,8.7,555582.0,9.0,321.0,8.7,136710.0,8.7,297359.0,8.7,88956.0,8.6,117606.0,9.0,76.0,8.6,36383.0,8.6,56660.0,8.7,17559.0,8.6,847.0,8.7,147115.0,8.7,386920.0,Qualcuno volò sul nido del cuculo,1976-03-18,Drama,133.0,USA,English,Milos Forman,"Lawrence Hauben, Bo Goldman",Fantasy Films,"Jack Nicholson, Louise Fletcher, Will Sampson, Michael Berryman, Alonzo Brown, Peter Brocco, Scatman Crothers, Dean R. Brooks, Mwako Cumbuka, Danny DeVito, William Duell, Josip Elic, Lan Fendors, Nathan George, Ken Kenny","A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients.",8.7,891071.0,$ 3000000,$ 108981275,$ 108997629,83.0,983.0,175.0
465,464,m464,Only You,1994,6.2,6620.0,['comedy' 'romance'],tt0110737,6.5,20232.0,6.8,7.0,2116.0,1337.0,2967.0,5011.0,4803.0,2292.0,852.0,418.0,222.0,214.0,6.7,9.0,6.7,2322.0,6.5,8795.0,6.4,4254.0,6.3,8115.0,7.5,4.0,6.4,670.0,6.2,4262.0,6.3,2889.0,6.8,7711.0,6.8,5.0,6.9,1606.0,6.8,4429.0,6.8,1305.0,5.7,302.0,6.5,4118.0,6.4,9452.0,Only You - Amore a prima vista,1995-05-05,"Comedy, Romance",109.0,"USA, Italy","English, Italian",Norman Jewison,Diane Drake,TriStar Pictures,"Marisa Tomei, Robert Downey Jr., Bonnie Hunt, Joaquim de Almeida, Fisher Stevens, Billy Zane, Adam LeFevre, John Benjamin Hickey, Siobhan Fallon Hogan, Antonia Rey, Phyllis Newman, Denise Du Maurier, Tammy Minoff, Harry Barandes, Jessica Hertel","As a teen, Faith was told that her destiny is a man named Damon Bradley. Years later - Faith is about to marry another man - a Damon Bradley calls to wish them all the best. Faith blows off the wedding and follows Damon to Italy.",6.5,20232.0,,$ 20059210,$ 20059210,,98.0,25.0
466,465,m465,On The Waterfront,1954,8.4,42010.0,['crime' 'drama' 'romance'],tt0047296,8.1,138516.0,8.1,8.0,27273.0,31401.0,41473.0,22162.0,7914.0,3132.0,1432.0,865.0,629.0,2235.0,7.8,74.0,8.2,20930.0,8.1,54161.0,8.2,25632.0,8.1,90429.0,8.0,52.0,8.2,17882.0,8.1,47443.0,8.2,21544.0,8.0,13347.0,7.0,16.0,8.0,2815.0,8.0,6221.0,8.2,3742.0,7.9,664.0,8.4,36334.0,8.0,54823.0,Fronte del porto,1954-11-25,"Crime, Drama, Thriller",108.0,USA,English,Elia Kazan,"Budd Schulberg, Budd Schulberg",Horizon Pictures,"Marlon Brando, Karl Malden, Lee J. Cobb, Rod Steiger, Pat Henning, Leif Erickson, James Westerfield, Tony Galento, Tami Mauriello, John F. Hamilton, John Heldabrand, Rudy Bond, Don Blackman, Arthur Keegan, Abe Simon",An ex-prize fighter turned longshoreman struggles to stand up to his corrupt union bosses.,8.1,138516.0,$ 910000,,,91.0,332.0,163.0
467,466,m466,Orgy Of The Dead,1965,2.5,1395.0,['fantasy' 'horror'],tt0054240,3.0,2460.0,3.2,2.0,192.0,30.0,60.0,66.0,87.0,159.0,198.0,325.0,426.0,917.0,1.0,1.0,2.5,151.0,2.9,1050.0,3.3,755.0,3.0,1718.0,,,2.4,118.0,2.9,912.0,3.3,653.0,3.0,255.0,1.0,1.0,3.1,29.0,3.4,131.0,2.8,89.0,3.1,106.0,3.3,927.0,2.7,956.0,Orgy of the Dead,1965-06-01,"Fantasy, Horror",92.0,USA,English,Stephen C. Apostolof,"Edward D. Wood Jr., Edward D. Wood Jr.",Astra Productions,"Criswell, Fawn Silver, Pat Barrington, William Bates, Mickey Jines, Barbara Nordin, Bunny Glaser, Nadejda Klein, Coleen O'Brien, Lorali Hart, Rene De Beau, Stephanie Jones, Dene Starnes, Louis Ojena, John Andrews",A couple driving to a cemetery looking for inspiration for a horror story encounters the dancing dead.,3.0,2460.0,$ 30000,,,,95.0,52.0
468,467,m467,Out Of Sight,1998,7.2,38595.0,['comedy' 'crime' 'romance' 'thriller'],tt0120780,7.0,83715.0,7.1,7.0,6453.0,8913.0,19440.0,24207.0,14157.0,5584.0,2206.0,1069.0,687.0,999.0,7.2,8.0,7.1,5733.0,6.9,40207.0,7.0,17803.0,7.0,55939.0,6.9,5.0,7.1,4693.0,7.0,34617.0,7.0,15114.0,6.8,8885.0,8.3,3.0,6.7,969.0,6.7,5180.0,7.0,2435.0,6.8,606.0,7.3,20445.0,6.8,39087.0,Out of Sight,1998-11-13,"Comedy, Crime, Drama",123.0,USA,English,Steven Soderbergh,"Elmore Leonard, Scott Frank",Universal Pictures,"George Clooney, Jennifer Lopez, Jim Robinson, Mike Malone, Ving Rhames, Don Cheadle, Donna Frenzel, Catherine Keener, Manny Suárez, Dennis Farina, Keith Hudson, Steve Zahn, Albert Brooks, Luis Guzmán, Paul Soileau","A career bank robber breaks out of jail, and shares a moment of mutual attraction with a U.S. Marshal he has kidnapped.",7.0,83715.0,$ 48000000,$ 37562568,$ 77745568,85.0,337.0,149.0
469,468,m468,Pearl Harbor,2001,5.4,97519.0,['action' 'drama' 'romance' 'war'],tt0213149,6.2,306993.0,6.3,7.0,27964.0,19656.0,41884.0,64309.0,58589.0,36428.0,20662.0,13165.0,9104.0,15232.0,5.5,59.0,6.7,53901.0,6.1,145012.0,5.8,34612.0,6.1,195769.0,5.6,36.0,6.5,40106.0,6.0,117302.0,5.8,29312.0,6.8,46148.0,5.7,17.0,7.3,12988.0,6.6,26063.0,6.4,4754.0,5.7,725.0,5.8,53626.0,6.2,146315.0,Pearl Harbor,2001-06-01,"Action, Drama, History",183.0,USA,"English, Japanese, French",Michael Bay,Randall Wallace,Touchstone Pictures,"Ben Affleck, Josh Hartnett, Kate Beckinsale, William Lee Scott, Greg Zola, Ewen Bremner, Alec Baldwin, Jaime King, Catherine Kellner, Jennifer Garner, Jon Voight, Cuba Gooding Jr., Michael Shannon, Matthew Davis, Mako",A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.,6.2,306993.0,$ 140000000,$ 198542554,$ 449220945,44.0,2026.0,199.0
470,469,m469,Peggy Sue Got Married,1986,6.3,12574.0,['comedy' 'drama' 'fantasy' 'romance'],tt0091738,6.3,32089.0,6.5,6.0,1782.0,1513.0,4142.0,8354.0,8857.0,4247.0,1698.0,681.0,420.0,395.0,6.0,2.0,6.4,1757.0,6.3,11196.0,6.4,11406.0,6.3,17964.0,6.0,1.0,6.4,1064.0,6.2,7650.0,6.3,8738.0,6.5,6844.0,6.0,1.0,6.5,672.0,6.4,3406.0,6.7,2509.0,6.1,487.0,6.5,10524.0,6.2,11909.0,Peggy Sue si è sposata,1987-02-12,"Comedy, Drama, Fantasy",103.0,USA,English,Francis Ford Coppola,"Jerry Leichtling, Arlene Sarner",TriStar Pictures,"Kathleen Turner, Nicolas Cage, Barry Miller, Catherine Hicks, Joan Allen, Kevin J. O'Connor, Jim Carrey, Lisa Jane Persky, Lucinda Jenney, Wil Shriner, Barbara Harris, Don Murray, Sofia Coppola, Maureen O'Sullivan, Leon Ames","Peggy Sue faints at a high school reunion. When she wakes up, she finds herself in her own past, just before she finished school.",6.3,32089.0,$ 18000000,$ 41382841,$ 41488348,74.0,115.0,51.0
471,470,m470,Pet Sematary Ii,1992,4.2,6014.0,['action' 'horror' 'thriller'],tt0105128,4.9,18953.0,5.0,5.0,1059.0,374.0,871.0,1830.0,3061.0,4064.0,3279.0,2030.0,1269.0,1116.0,5.6,6.0,5.0,1695.0,5.0,9856.0,4.6,2962.0,4.8,12272.0,4.3,3.0,4.9,1247.0,4.9,8075.0,4.5,2484.0,5.2,2666.0,5.5,2.0,5.3,423.0,5.3,1677.0,4.9,436.0,4.5,380.0,4.9,5159.0,4.8,7856.0,Cimitero vivente 2,1993-08-13,"Fantasy, Horror",100.0,USA,English,Mary Lambert,Richard Outten,Paramount Pictures,"Edward Furlong, Anthony Edwards, Clancy Brown, Jared Rushton, Darlanne Fluegel, Jason McGuire, Sarah Trigger, Lisa Waltz, Jim Peck, Len Hunt, Reid Binion, David Ratajczak, Lucius Houghton, Wilbur Fitzgerald, Elizabeth Ziegler","A teenage boy and his father move to his recently-deceased mother's hometown, where they encounter the ancient Native American cemetery with the power to raise the dead.",4.9,18953.0,$ 8000000,$ 17092453,$ 17092453,35.0,130.0,51.0
472,471,m471,Philadelphia,1993,7.6,54221.0,['drama'],tt0107818,7.7,219688.0,7.7,8.0,21897.0,35902.0,78025.0,55842.0,17225.0,5619.0,2013.0,1021.0,675.0,1469.0,7.7,55.0,7.8,31262.0,7.7,107058.0,7.6,31712.0,7.6,140504.0,7.7,30.0,7.7,23829.0,7.6,85444.0,7.5,25244.0,8.0,34988.0,7.5,15.0,8.0,6989.0,7.9,20372.0,8.0,5991.0,7.1,727.0,7.7,39533.0,7.7,107559.0,Philadelphia,1994-03-04,Drama,125.0,USA,English,Jonathan Demme,Ron Nyswaner,TriStar Pictures,"Tom Hanks, Denzel Washington, Roberta Maxwell, Buzz Kilman, Karen Finley, Daniel Chapman, Mark Sorensen Jr., Jeffrey Williamson, Charles Glenn, Ron Vawter, Anna Deavere Smith, Stephanie Roth Haberle, Lisa Talerico, Joanne Woodward, Jason Robards","When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.",7.7,219688.0,$ 26000000,$ 77446440,$ 206678440,66.0,302.0,85.0
473,472,m472,Pitch Black,2000,7.0,55982.0,['action' 'sci-fi' 'thriller'],tt0134847,7.1,222655.0,7.2,7.0,18586.0,21333.0,54070.0,70720.0,33567.0,13095.0,5278.0,2706.0,1447.0,1853.0,6.8,31.0,7.1,28063.0,7.1,116256.0,7.2,31612.0,7.1,161050.0,6.5,24.0,7.0,24471.0,7.1,102688.0,7.2,27350.0,7.2,20328.0,7.5,4.0,7.2,3285.0,7.2,12322.0,7.4,3801.0,6.7,700.0,7.2,42293.0,7.0,109355.0,Pitch Black,2000-11-24,"Action, Horror, Sci-Fi",109.0,"USA, Australia","English, Arabic",David Twohy,"Jim Wheat, Ken Wheat",Polygram Filmed Entertainment,"Vin Diesel, Radha Mitchell, Cole Hauser, Keith David, Lewis Fitz-Gerald, Claudia Black, Rhiana Griffith, John Moore, Simon Burke, Les Chantery, Sam Sari, Firass Dirani, Ric Anderson, Vic Wilson, Angela Moore","A commercial transport ship and its crew are marooned on a planet full of bloodthirsty creatures that only come out to feast at night. But then, they learn that a month-long eclipse is about to occur.",7.1,222655.0,$ 23000000,$ 39240659,$ 53187659,49.0,827.0,134.0
474,473,m473,Planet Of The Apes,2001,5.5,73596.0,['action' 'adventure' 'sci-fi' 'thriller' 'animation' 'action' 'adventure' 'sci-fi'],tt0133152,5.7,207951.0,5.7,6.0,6543.0,5265.0,16969.0,39321.0,55141.0,40142.0,20754.0,11126.0,6180.0,6510.0,5.2,47.0,5.7,27364.0,5.7,101650.0,5.8,31467.0,5.7,145316.0,5.0,38.0,5.7,23044.0,5.7,89150.0,5.7,27615.0,5.9,19458.0,5.6,5.0,6.0,3998.0,5.8,11378.0,5.9,3329.0,5.6,735.0,5.5,41108.0,5.7,100266.0,Planet of the Apes - Il pianeta delle scimmie,2001-09-14,"Action, Adventure, Sci-Fi",119.0,USA,English,Tim Burton,"Pierre Boulle, William Broyles Jr.",Twentieth Century Fox,"Mark Wahlberg, Tim Roth, Helena Bonham Carter, Michael Clarke Duncan, Paul Giamatti, Estella Warren, Cary-Hiroyuki Tagawa, David Warner, Kris Kristofferson, Erick Avari, Lucas Elliot Eberl, Evan Parke, Glenn Shadix, Freda Foh Shen, Chris Ellis","In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans.",5.7,207951.0,$ 100000000,$ 180011740,$ 362211740,50.0,1377.0,224.0
475,474,m474,Platoon,1986,8.2,110867.0,['action' 'drama' 'war'],tt0091763,8.1,373386.0,8.1,8.0,54027.0,88085.0,131578.0,64632.0,19724.0,6883.0,2878.0,1608.0,1209.0,2762.0,7.8,107.0,8.0,51068.0,8.1,162642.0,8.1,62710.0,8.1,262530.0,7.9,81.0,8.0,46306.0,8.1,148799.0,8.1,54653.0,7.8,24749.0,7.5,19.0,7.7,4163.0,7.8,12161.0,7.9,7198.0,7.8,794.0,8.1,73694.0,8.0,167460.0,Platoon,1987-03-13,"Drama, War",120.0,"USA, UK","English, Vietnamese",Oliver Stone,Oliver Stone,Hemdale,"Keith David, Forest Whitaker, Francesco Quinn, Kevin Dillon, John C. McGinley, Reggie Johnson, Mark Moses, Corey Glover, Johnny Depp, Chris Pedersen, Bob Orwig, Corkey Ford, David Neidorf, Tom Berenger, Willem Dafoe",A young soldier in Vietnam faces a moral crisis when confronted with the horrors of war and the duality of man.,8.1,373386.0,$ 6000000,$ 138530565,$ 138545632,92.0,607.0,138.0
476,475,m475,Playback,1996,3.6,164.0,['thriller'],tt0114142,4.6,382.0,4.9,5.0,36.0,14.0,21.0,28.0,42.0,55.0,49.0,59.0,40.0,38.0,6.2,4.0,4.7,33.0,4.8,112.0,4.5,115.0,4.5,233.0,5.0,1.0,4.1,23.0,4.7,98.0,4.6,106.0,5.2,32.0,6.7,3.0,5.3,10.0,5.6,12.0,3.2,7.0,4.9,39.0,4.8,104.0,4.5,149.0,Playback,1999-01-29,"Drama, Thriller",92.0,USA,"English, Hindi",Oley Sassone,"David DuBos, Oley Sassone",Playboy Entertainment Group,"Shannon Whirry, Tawny Kitaen, Charles Grant, Harry Dean Stanton, George Hamilton, Quinn Duffy, Jodi Thelen, Scott Williamson, Daryl Keith Roach, J. Patrick McCormack, Charmagne Eckert, Lou Martini Jr., Hitoe Ohtake, Candy Sherwin, Traci Adell","The marriage of David, a senior executive, and his beautiful wife, Sara, an interior designer, is under great strain because he is in the process of putting together the biggest ...",4.6,382.0,,,,,6.0,2.0
477,476,m476,The Ploughmans Lunch,1983,6.8,154.0,['drama'],tt0086122,6.6,324.0,6.7,7.0,24.0,32.0,47.0,93.0,58.0,34.0,14.0,12.0,4.0,6.0,,,6.3,11.0,6.5,50.0,6.5,175.0,6.5,204.0,,,6.1,6.0,6.7,41.0,6.4,153.0,5.9,30.0,,,6.2,4.0,4.7,6.0,6.3,20.0,6.3,44.0,6.8,67.0,6.2,157.0,L'ambizione di James Penfield,1983-05-01,Drama,107.0,UK,English,Richard Eyre,Ian McEwan,Goldcrest Films International,"Jonathan Pryce, William Maxwell, Paul Jesson, Andy Rashleigh, Christopher Fulford, David Lyon, David de Keyser, Polly Abbott, Tim Curry, Charlie Dore, Peter Walmsley, Robert Cartland, Nat Jackley, Pearl Hackney, Simon Stokes","James Penfield (Jonathan Pryce) has made a career out of journalism. Now bankrupt, he finds himself with a group of other writers in the middle of the dispute-ridden British homeland at the time of the Falklands War.",6.6,324.0,,,,,7.0,4.0
478,477,m477,Point Break,1991,6.9,37722.0,['action' 'adventure' 'crime' 'drama' 'sport' 'thriller'],tt0102685,7.3,153085.0,7.4,7.0,15667.0,16213.0,38944.0,47141.0,21519.0,7737.0,2929.0,1314.0,731.0,890.0,7.5,55.0,7.2,17716.0,7.3,72612.0,7.2,24527.0,7.3,104260.0,7.5,44.0,7.3,15200.0,7.3,63205.0,7.2,20661.0,7.3,15014.0,7.5,4.0,7.2,2210.0,7.2,8467.0,7.3,3463.0,6.8,668.0,7.3,30380.0,7.2,70352.0,Point Break - Punto di rottura,1991-11-15,"Action, Crime, Thriller",122.0,"Japan, USA",English,Kathryn Bigelow,"Rick King, W. Peter Iliff",Largo Entertainment,"Patrick Swayze, Keanu Reeves, Gary Busey, Lori Petty, John C. McGinley, James Le Gros, John Philbin, Bojesse Christopher, Julian Reyes, Daniel Beer, Chris Pedersen, Vincent Klyn, Anthony Kiedis, Dave Olson, Lee Tergesen",An F.B.I. Agent goes undercover to catch a gang of surfers who may be bank robbers.,7.3,153085.0,$ 24000000,$ 43218387,$ 83531958,58.0,360.0,127.0
479,478,m478,Predator,1987,7.8,90730.0,['action' 'adventure' 'sci-fi' 'thriller'],tt0093773,7.8,364725.0,7.9,8.0,58945.0,60218.0,120081.0,77843.0,29037.0,10419.0,3934.0,1861.0,1026.0,1361.0,7.7,161.0,7.6,48936.0,7.9,178944.0,7.8,47185.0,7.9,266651.0,7.6,138.0,7.7,44943.0,7.9,165779.0,7.8,42339.0,7.3,19700.0,7.8,13.0,7.1,3360.0,7.3,11224.0,7.4,4147.0,7.7,821.0,7.9,66536.0,7.8,170248.0,Predator,1987-08-22,"Action, Adventure, Sci-Fi",107.0,"USA, Mexico","English, Spanish, Russian",John McTiernan,"Jim Thomas, John Thomas",Twentieth Century Fox,"Arnold Schwarzenegger, Carl Weathers, Elpidia Carrillo, Bill Duke, Jesse Ventura, Sonny Landham, Richard Chaves, R.G. Armstrong, Shane Black, Kevin Peter Hall",A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,7.8,364725.0,$ 15000000,$ 59735548,$ 98399956,45.0,795.0,268.0
480,479,m479,Pretty Woman,1990,6.7,61642.0,['comedy' 'romance'],tt0100405,7.0,281688.0,7.2,7.0,29972.0,27279.0,59408.0,83484.0,46515.0,18372.0,7517.0,3541.0,2246.0,3354.0,7.2,122.0,7.1,49892.0,6.9,121136.0,7.0,38486.0,6.8,130179.0,6.7,42.0,6.9,20952.0,6.7,75003.0,6.9,28287.0,7.4,87116.0,7.4,63.0,7.4,27811.0,7.4,44504.0,7.5,9600.0,6.6,777.0,7.0,45155.0,6.9,131709.0,Pretty Woman,1990-08-14,"Comedy, Romance",119.0,USA,English,Garry Marshall,J.F. Lawton,Touchstone Pictures,"Richard Gere, Julia Roberts, Ralph Bellamy, Jason Alexander, Laura San Giacomo, Alex Hyde-White, Amy Yasbeck, Elinor Donahue, Hector Elizondo, Judith Baldwin, Jason Randal, Bill Applebaum, Tracy Bjork, Gary Greene, Billy Gallo","A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love.",7.0,281688.0,$ 14000000,$ 178406268,$ 463407097,51.0,334.0,82.0
481,480,m480,The Princess Bride,1987,8.1,125281.0,['adventure' 'comedy' 'family' 'fantasy' 'romance'],tt0093779,8.1,385237.0,8.2,8.0,99688.0,80891.0,96631.0,60064.0,24022.0,9995.0,4510.0,2811.0,1822.0,4803.0,8.0,188.0,7.9,58447.0,8.0,155514.0,8.2,61771.0,8.0,205332.0,8.0,124.0,7.9,36622.0,7.9,111642.0,8.2,47164.0,8.2,81167.0,7.9,52.0,8.0,20899.0,8.2,42019.0,8.5,13636.0,7.6,789.0,8.5,127077.0,7.7,115237.0,La storia fantastica,1988-03-31,"Adventure, Family, Fantasy",98.0,USA,English,Rob Reiner,"William Goldman, William Goldman",Act III Communications,"Cary Elwes, Mandy Patinkin, Chris Sarandon, Christopher Guest, Wallace Shawn, André the Giant, Fred Savage, Robin Wright, Peter Falk, Peter Cook, Mel Smith, Carol Kane, Billy Crystal, Anne Dyson, Margery Mason","While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",8.1,385237.0,$ 16000000,$ 30857814,$ 30882762,77.0,859.0,218.0
482,481,m481,The Producers,1968,7.7,19432.0,['comedy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,482,m482,Psycho,1960,8.7,146915.0,['drama' 'horror' 'mystery' 'thriller' 'thriller'],tt0054215,8.5,586765.0,8.4,9.0,141252.0,163723.0,158763.0,75398.0,24770.0,9816.0,4381.0,2408.0,1728.0,4526.0,8.7,432.0,8.6,116346.0,8.5,221235.0,8.5,78103.0,8.5,347720.0,8.8,311.0,8.6,86612.0,8.5,177989.0,8.5,63626.0,8.4,86539.0,8.0,77.0,8.5,27544.0,8.4,40510.0,8.4,13227.0,8.6,872.0,8.6,111620.0,8.4,241074.0,Psyco,1960-10-28,"Horror, Mystery, Thriller",109.0,USA,English,Alfred Hitchcock,"Joseph Stefano, Robert Bloch",Shamley Productions,"Anthony Perkins, Vera Miles, John Gavin, Janet Leigh, Martin Balsam, John McIntire, Simon Oakland, Frank Albertson, Patricia Hitchcock, Vaughn Taylor, Lurene Tuttle, John Anderson, Mort Mills","A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.",8.5,586765.0,$ 806947,$ 32000000,$ 32008644,97.0,1284.0,236.0
484,483,m483,Maniac,1980,6.2,3382.0,['drama' 'horror' 'thriller'],tt0081114,6.5,14082.0,6.6,7.0,1341.0,947.0,2234.0,3295.0,2841.0,1572.0,786.0,407.0,289.0,370.0,6.9,7.0,6.5,1432.0,6.5,6978.0,6.3,2758.0,6.5,10295.0,6.5,4.0,6.6,1247.0,6.5,6235.0,6.4,2456.0,6.2,1134.0,8.0,2.0,6.0,170.0,6.2,667.0,6.2,251.0,5.7,324.0,6.6,4087.0,6.4,6126.0,Maniac,1981-01-01,"Drama, Horror, Thriller",87.0,USA,English,William Lustig,"C.A. Rosenberg, Joe Spinell",Magnum Motion Pictures Inc.,"Joe Spinell, Caroline Munro, Abigail Clayton, Kelly Piper, Rita Montone, Tom Savini, Hyla Marrow, James L. Brewster, Linda Lee Walter, Tracie Evans, Sharon Mitchell, Carol Henry, Nelia Bacmeister, Louis Jawitz, Denise Spagnuolo","A psychotic man, troubled by his childhood abuse, loose in New York City, kills young women and takes their scalps as his trophies. Will he find the perfect woman in a photographer, and end his killing spree?",6.5,14082.0,$ 350000,,,22.0,205.0,168.0
485,484,m484,Vampyr,1932,7.6,4005.0,['fantasy' 'horror'],tt0023649,7.5,15250.0,7.5,8.0,2184.0,2233.0,4136.0,3382.0,1663.0,742.0,381.0,206.0,131.0,192.0,6.3,7.0,7.6,2298.0,7.5,6572.0,7.5,3174.0,7.6,10822.0,6.9,6.0,7.6,1971.0,7.6,5771.0,7.5,2767.0,7.4,1422.0,1.0,1.0,7.3,294.0,7.4,728.0,7.6,355.0,7.2,361.0,7.6,4131.0,7.5,7062.0,Vampyr,1932-05-06,"Fantasy, Horror",75.0,"Germany, France",German,Carl Theodor Dreyer,"Sheridan Le Fanu, Christen Jul",Tobis Filmkunst,"Julian West, Maurice Schutz, Rena Mandel, Sybille Schmitz, Jan Hieronimko, Henriette Gérard, Albert Bras, N. Babanini, Jane Mora, Georges Boidin",A drifter obsessed with the supernatural stumbles upon an inn where a severely ill adolescent girl is slowly becoming a vampire.,7.5,15250.0,,,,,119.0,139.0
486,485,m485,Mystery Of The Wax Museum,1933,6.8,1740.0,['horror' 'mystery' 'thriller'],tt0024368,6.8,4509.0,6.9,7.0,281.0,265.0,808.0,1572.0,939.0,396.0,149.0,43.0,19.0,37.0,6.5,2.0,6.6,293.0,6.8,1554.0,6.9,1692.0,6.8,3086.0,,,6.6,234.0,6.7,1315.0,6.9,1458.0,7.0,495.0,4.0,1.0,6.6,55.0,6.9,218.0,7.1,207.0,6.6,267.0,6.9,1706.0,6.7,1691.0,La maschera di cera,1933-02-18,"Horror, Mystery, Thriller",77.0,USA,English,Michael Curtiz,"Don Mullaly, Carl Erickson",Warner Bros.,"Lionel Atwill, Fay Wray, Glenda Farrell, Frank McHugh, Allen Vincent, Gavin Gordon, Edwin Maxwell, Holmes Herbert, Claude King, Arthur Edmund Carewe, Thomas E. Jackson, DeWitt Jennings, Matthew Betz, Monica Bannister",The disappearance of people and corpses leads a reporter to a wax museum and a sinister sculptor.,6.8,4509.0,,,,,99.0,52.0
487,486,m486,Quantum Project,2000,4.8,47.0,['short' 'adventure' 'drama' 'romance'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,487,m487,Rambling Rose,1991,6.6,2631.0,['drama'],tt0102753,6.6,4570.0,6.8,7.0,280.0,274.0,845.0,1382.0,980.0,447.0,196.0,78.0,45.0,43.0,5.0,1.0,6.5,126.0,6.5,1212.0,6.7,2029.0,6.6,2798.0,5.0,1.0,6.5,92.0,6.5,969.0,6.7,1679.0,6.7,596.0,,,6.6,33.0,6.5,224.0,6.9,329.0,6.3,203.0,6.8,1550.0,6.5,1670.0,Rosa Scompiglio e i suoi amanti,1991-09-20,Drama,112.0,USA,English,Martha Coolidge,"Calder Willingham, Calder Willingham",Carolco Pictures,"Laura Dern, Robert Duvall, Diane Ladd, Lukas Haas, John Heard, Kevin Conway, Robert John Burke, Lisa Jakub, Evan Lockwood, Taylor Sutherland, D. Anthony Pender, David E. Scarborough, Robin Robertson, General Fermon Judd Jr., Richard K. Olsen",A young woman who exudes sexuality battles temptation.,6.6,4570.0,$ 7500000,$ 6266621,$ 6266621,,34.0,18.0
489,488,m488,Red White Black  Blue,2006,6.3,37.0,['documentary'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,489,m489,Star Wars Episode Vi  Return Of The Jedi,1983,8.3,215058.0,['action' 'adventure' 'fantasy' 'sci-fi'],tt0086190,8.3,928036.0,8.3,8.0,210169.0,231895.0,269377.0,133855.0,44109.0,16312.0,6740.0,3900.0,2791.0,8888.0,8.3,824.0,8.3,175623.0,8.4,354960.0,8.2,105337.0,8.3,584332.0,8.3,658.0,8.3,145864.0,8.4,306527.0,8.2,89878.0,8.3,90172.0,8.6,90.0,8.3,26576.0,8.3,43735.0,8.3,13781.0,8.1,894.0,8.4,170078.0,8.2,356858.0,Il ritorno dello Jedi,1983-10-21,"Action, Adventure, Fantasy",131.0,USA,English,Richard Marquand,"Lawrence Kasdan, George Lucas",Lucasfilm,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams, Anthony Daniels, Peter Mayhew, Sebastian Shaw, Ian McDiarmid, Frank Oz, James Earl Jones, David Prowse, Alec Guinness, Kenny Baker, Michael Pennington, Kenneth Colley","After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.",8.3,928036.0,$ 32500000,$ 309306177,$ 475347111,58.0,839.0,202.0
